track_id,min_rank,streams,isrc,artist_id,release_date,explicit,danceability,duration_ms,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,label,rep_ctry,genre
2CJ6CRzuRQd46asE1ucuVD,183,2057,GBAYE1700167,3AA28KZvwAUcZuOKwyblJQ,2017-04-28,0,0.574,214387,0.741,-4.815,0.044,0.0036,0.347,0.511,138.041,WARNER,GB,Rock
2CJwbhWVbWVhX0J8eDYRbg,128,7465,DEWT11900012,6gto7HVNhu4ARE3P3g8Y5Y,2019-12-13,1,0.583,186307,0.89,-4.44,0.368,0,0.128,0.363,91.148,INDEP,DE,HipHop & Rap
2cKovq3l6OJjhVVDbVKOsr,136,2804,USAT21704620,5F1aoppMtU3OMiltO8ymJ2,2017-12-08,0,0.638,214373,0.795,-8.45,0.302,0.0014,0.153,0.31,153.99,WARNER,US,Soundtrack
2CLB3YjyYcuWVckL9pCm1i,161,4435,USUS11800238,5MouCg6ta7zAxsfMEbc1uh,2018-08-17,0,0.854,180875,0.623,-5.39,0.066,1e-04,0.0559,0.822,113.047,SONY,US,Pop
2cnKEkpVUSV4wnjQiTWfH6,189,1787,USSD11700076,3E6xrwgnVfYCrCs0ePERDz,2017-03-31,0,0.747,232787,0.864,-3.181,0.0599,0,0.0853,0.754,92.028,SONY,US,Pop
2cos0GoAP0LnQMoW9Goe2c,159,2567,FR59R1754498,0wwDZj4zgZORjTGhTujAKx,2017-09-22,1,0.66,190186,0.593,-7.115,0.457,0,0.0835,0.306,169.7,INDEP,FR,HipHop & Rap
2CPqh63wRVscbceKcPxwvv,41,5579,SE3AA1600005,6lB8vOoI4DRrrVxXwuV19c,2016-04-15,0,0.632,183414,0.575,-6.478,0.029,1.81e-06,0.104,0.188,90.037,SONY,SE,Electronic & Dance
2Cth0v1xri32oZ799rL3rl,133,1916,USUM71615276,5LHRHt1k9lMyONurDHEdrp,2017-01-01,1,0.442,199957,0.636,-4.219,0.262,0,0.879,0.251,87.692,UMG,US,HipHop & Rap
2CTN6UuO2dNEVZXR0DJVk2,142,4747,GBAHS1800676,5CCwRZC6euC8Odo6y9X8jr,2018-11-23,0,0.654,180760,0.528,-6.224,0.0412,1e-04,0.0975,0.376,82.014,WARNER,GB,Pop
2Cu5ExXidcoE4vF5hIYict,120,3308,GBWWP1703426,3Xt3RrJMFv5SZkCfUE8C1J,2018-02-14,0,0.74,225973,0.631,-4.865,0.196,2.77e-06,0.253,0.887,109.029,INDEP,GB,Pop
2CvOqDpQIMw69cCzWqr5yr,88,3626,USSM10804556,6vWDO969PvNqNYHIOW5v0m,2008-06-01,0,0.422,261160,0.712,-5.907,0.1,0,0.051,0.471,78.454,SONY,US,Pop
2D2aN1LbKCJNe6jj3RBC7Z,152,2027,DEA621701071,2S3290k1UWwaUxXEacUUrB,2017-08-04,0,0.669,208773,0.748,-6.554,0.0622,0,0.189,0.671,95.04,WARNER,DE,Pop
2d3WpbJFBND2vwMJyULdfU,2,48831,DEQ021903450,2Im8m4STDBosjfmb5hmP80,2019-09-13,0,0.878,155018,0.699,-5.035,0.0464,0.0022,0.0753,0.78,102.01,INDEP,DE,HipHop & Rap
2DcZd7oFgctIJZG5pFncyD,128,6215,NLW4L1900211,6cEuCEZu7PAE9ZSzLLc2oQ,2019-11-15,0,0.358,155526,0.643,-8.034,0.081,0,0.0898,0.441,152.085,UMG,NL,Electronic & Dance
2dfHh7ECGxfNqZTQno09Vk,31,8701,GBAHS1700032,6eUKZXaKkcviH0Ku9w2n3V,2017-03-03,0,0.604,248413,0.366,-7.881,0.0267,0,0.162,0.181,105.177,WARNER,GB,Pop
2dfIFz1lB9b9RtidYewxkr,131,5717,DESO42000010,75ctWsRuGXmxMxnFPkuEwA,2020-03-14,1,0.749,177213,0.475,-7.583,0.198,0,0.122,0.282,90.057,UMG,DE,HipHop & Rap
2dfqS3MRtbLZSZA1IL8xY5,79,3743,USCM51700087,3TVXtAsR1Inumwj472S9r4,2017-03-18,1,0.745,143214,0.822,-6.354,0.252,4.2e-06,0.155,0.415,86.733,UMG,US,HipHop & Rap
2DGa7iaidT5s0qnINlwMjJ,51,5804,NOG841713010,7vk5e3vY1uw9plTHJAMwjN,2017-09-15,0,0.654,193788,0.711,-7.438,0.0383,0.0019,0.0903,0.198,127.957,SONY,NO,Electronic & Dance
2DGaC5ET92bgg0fMunJKIF,60,13297,DEKF21900170,18ISxWwWjV6rPLoVCXf1dz,2019-12-06,1,0.823,167360,0.747,-4.99,0.256,0.0046,0.115,0.724,159.99,SONY,DE,HipHop & Rap
2djdCbLj1pzRmrDNe7PkW2,122,4626,USAT21801174,20JZFwl6HVl6yg8a4H3ZqK,2018-05-23,0,0.519,192133,0.908,-2.733,0.0669,0,0.0673,0.702,164.061,WARNER,US,Rock
2DLG3LOPVDw0fP53tWGfm2,72,3757,DEW921401082,3utZ2yeQk0Z3BCOBWP7Vlu,2017-05-30,1,0.415,418133,0.516,-10.386,0.304,0,0.0763,0.35,82.214,INDEP,DE,HipHop & Rap
2DlIwu1iDTILEMXA7MUotn,90,3744,USRC11701968,1KCSPY1glIKqW2TotWuXOR,2017-10-13,1,0.412,250053,0.619,-6.39,0.0725,2.55e-06,0.4,0.234,95.977,SONY,US,Pop
2dNJAeT897gmlIIzLBOanb,53,8760,DELV41800521,6gto7HVNhu4ARE3P3g8Y5Y,2018-04-13,1,0.656,194627,0.685,-4.517,0.105,0,0.138,0.328,152.01,INDEP,DE,HipHop & Rap
2dpaYNEQHiRxtZbfNsse99,4,24892,USUG11801651,64KEffDW9EtZ1y2vBYgq8T,2018-08-17,0,0.687,214290,0.792,-2.749,0.0452,0,0.167,0.671,100.015,UMG,US,Electronic & Dance
2DQ1ITjI0YoLFzuADN1ZBW,48,6851,USRC11702117,02kJSzxNuaWGqwubyUba0Z,2017-12-15,1,0.838,245387,0.771,-3.791,0.244,0,0.0853,0.405,175.957,SONY,US,HipHop & Rap
2DQHzXM5eKjunrgtcnsefC,183,1707,NOAGW1600468,2Tg0aF5cbZktYFzgR1iAKv,2017-01-13,0,0.454,165865,0.602,-3.725,0.0547,1e-04,0.554,0.442,144.107,WARNER,NO,Pop
2dqLk7ezV15LEJEwUmEbXB,69,3989,USUM71601627,1xHQO9GJIW9OXHxGBISYc5,2016-06-20,0,0.593,197773,0.362,-14.701,0.273,0.0029,0.125,0.0522,169.998,UMG,US,Electronic & Dance
2dQzfKRaMKUCQgMpOtpLTh,116,4000,FR22F1800090,2gTcdmBwgyh3EORKIXCzlw,2018-04-13,0,0.842,164955,0.488,-7.856,0.0844,0.0072,0.0877,0.647,126.019,INDEP,FR,Electronic & Dance
2dSW9ELHm5he3G6YffRgkQ,116,6456,DEA621900344,5oWFxbBrbk2Mw86PLUg3OZ,2019-05-31,1,0.86,175160,0.649,-6.479,0.402,0,0.0948,0.641,139.948,WARNER,DE,HipHop & Rap
2dxNtS3X78Omx0V5D9DaES,97,2933,DEQ121745154,5pVRwX5ZQR7hfJ18w8ZYkl,2017-04-28,1,0.815,251803,0.642,-7.741,0.18,0,0.309,0.501,121.999,INDEP,DE,HipHop & Rap
2dY1QsrYUeWDtSCvXlx0WW,172,2128,SEUM71700320,721T2PETMLaAkijbYu05VD,2017-05-12,1,0.872,182606,0.763,-6.399,0.0495,5e-04,0.0926,0.832,118.968,UMG,SE,Pop
2E0475TK1pi07lg18RArTG,166,2359,DEUM71800483,4GNC7GD6oZMSxPGyXy4MNB,2018-02-23,0,0.611,198351,0.6,-7.343,0.0848,1.87e-06,0.565,0.36,119.685,UMG,DE,Rock
2E124GmJRnBJuXbTb4cPUB,11,16458,QMEU31894160,7gZfnEnfiaHzxARJ2LeXrf,2018-07-22,1,0.931,179405,0.387,-9.127,0.412,0,0.136,0.376,125.978,UMG,US,HipHop & Rap
2e3bkN2QCScPUnUQiA9ZA4,32,17182,DEXH31800007,5j21TGkrNEAJe3gG9VlS34,2019-07-12,1,0.821,173220,0.676,-4.663,0.329,0,0.384,0.766,115.926,SONY,DE,HipHop & Rap
2e5o25udr5nhMuklOTZUME,5,25185,DELV41900369,6QzzeKV0VcnT2vJMYDPuL4,2019-08-02,1,0.899,179524,0.599,-6.384,0.248,0,0.0711,0.807,91.997,WARNER,DE,HipHop & Rap
2E65WRtNfdWZjnIEaah9fA,17,19373,DEQ021808489,39KEQQAG9JhIt71g9NEVhh,2019-03-08,1,0.775,175339,0.738,-4.773,0.0975,0,0.085,0.605,94.936,INDEP,DE,HipHop & Rap
2e6L8mAClebcUmNi1HkyyP,120,2123,ATW601671233,5Q21lE17HPq3sOPh7bnWUm,2016-12-30,0,0.691,322420,0.906,-3.755,0.161,0,0.0643,0.518,127.998,INDEP,AT,Electronic & Dance
2E6PBChEvnFKHoji2eNDJr,61,4765,DEA621702616,5p7mWeX4RlvqBCxylfiXdE,2017-11-10,1,0.868,268980,0.552,-8.364,0.345,0,0.089,0.548,135.928,WARNER,DE,HipHop & Rap
2eAtC4umRoDcvRcsyFzGL9,21,18474,DEE861904364,4R0FKprdEeUIbzAwhrYTv2,2020-01-10,0,0.867,155267,0.7,-6.486,0.176,1e-04,0.111,0.322,100.007,SONY,DE,HipHop & Rap
2eAZfqOm4EnOF9VvN50Tyc,122,3037,USAT21703429,4O15NlyKLIASxsJ0PrXPfz,2017-08-25,1,0.703,221747,0.757,-3.612,0.05,0,0.106,0.696,82.008,WARNER,US,HipHop & Rap
2Ec33AVlkTTq8BHFgBTdQs,68,10845,USAT21907135,4O15NlyKLIASxsJ0PrXPfz,2019-12-12,1,0.881,198913,0.457,-8.191,0.156,0,0.231,0.296,136.97,WARNER,US,HipHop & Rap
2EEeOnHehOozLq4aS0n6SL,57,4146,USAT21700378,4qBgvVog0wzW75IQ48mU7v,2016-12-02,1,0.746,253107,0.653,-6.745,0.289,0,0.229,0.672,75.016,WARNER,US,HipHop & Rap
2eFNfCCSgMYqqA6iD2eAHd,129,3425,USUM71800772,3NPpFNZtSTHheNBaWC82rB,2018-02-02,0,0.726,189800,0.493,-5.988,0.0479,1e-04,0.0986,0.495,102.018,UMG,US,Rock
2EGJB8bDbbxtvSgJQLwqK7,170,2824,GBAHS1701213,1zNqDE7qDGCsyzJwohVaoX,2017-12-15,1,0.543,214472,0.541,-5.164,0.123,0,0.106,0.378,112.308,WARNER,GB,Pop
2EjXfH91m7f8HiJN1yQg97,27,37958,USMC15848998,4cPHsZM98sKzmV26wlwD2W,1964-10-19,0,0.589,126267,0.472,-8.749,0.0502,0,0.505,0.898,67.196,UMG,US,other
2ekn2ttSfGqwhhate0LSR0,4,21104,GBAHT1600310,6M2wZ9GZgrQXHCFfjv46we,2017-06-02,0,0.762,209320,0.7,-6.021,0.0694,0,0.153,0.608,116.073,WARNER,GB,Pop
2eMwDehkIC1j68U6FA3Eiq,53,5817,USAT21700684,4O15NlyKLIASxsJ0PrXPfz,2017-03-24,1,0.732,182707,0.75,-6.366,0.231,0,0.109,0.401,155.096,WARNER,US,HipHop & Rap
2eNSyVH3sNPiAj9WpRYK73,3,27783,DEQ021803485,18ISxWwWjV6rPLoVCXf1dz,2018-08-17,0,0.43,192941,0.699,-5.892,0.143,0.093,0.123,0.473,76.854,INDEP,DE,HipHop & Rap
2EoOZnxNgtmZaD8uUmz2nD,145,2124,USAM19400007,5xUf6j4upBrXZPg6AI4MRK,1994-03-09,0,0.35,318587,0.828,-5.373,0.041,2e-04,0.0774,0.147,105.435,UMG,US,Rock
2eovhRkEArV30G5LzLjqXn,32,18493,DECE71900143,4WZGDpNwrC0vNQyl9QzF7d,2019-04-12,0,0.59,161350,0.788,-5.151,0.11,0,0.322,0.578,180.261,UMG,DE,HipHop & Rap
2eoZr92GWsqCaYkkCGWuxl,150,2294,FR9W11704455,1xU878Z1QtBldR7ru9owdU,2017-06-09,0,0.527,248213,0.916,-6.693,0.0452,0.0068,0.164,0.675,98.03,WARNER,FR,Rock
2eRq2jwsZtb0uGH4qUsvT1,28,11697,DEA621800476,3drqpTL4sQOckmAfF9i1wg,2018-07-27,1,0.886,147120,0.642,-7.141,0.0995,0.0043,0.129,0.581,100.015,WARNER,DE,HipHop & Rap
2eTnCyoNv9gEu4oyrh7bBY,132,3830,ATR981183507,7FmKimbRPFI6dLjFygL4VK,2018-08-23,0,0.775,178218,0.541,-11.064,0.0383,0.878,0.0585,0.7,119.985,INDEP,AT,Pop
2eucFttlfFNX5fRD78JBdI,158,2578,QZ8TY1700018,3JhNCzhSMTxs9WLGJJxWOY,2017-09-22,1,0.701,205533,0.839,-5.072,0.201,0,0.0604,0.833,90.049,WARNER,US,HipHop & Rap
2euMnNnGDuvObQQnyYEA5I,85,5962,ATV861200056,1sHqN86MUBlDsePbt8hqzG,2013-02-05,0,0.471,116250,0.0929,-22.76,0.0388,0.961,0.101,0.427,160.007,INDEP,AT,Soundtrack
2ez6qvOTHKeI3ss80NGqnI,149,5322,QZ47A1900210,3KwmxIhSe9UTSEF37kwngR,2019-12-27,0,0.619,184280,0.459,-5.782,0.0334,0,0.137,0.498,126.803,UMG,US,Pop
2f0pn9DkEJwAzXApnFh5cr,105,6115,USUM71705215,4qWnlmXWuGv2TtuxtIWlJX,2019-10-04,0,0.52,219801,0.903,-5.497,0.042,0,0.254,0.652,74.988,UMG,US,Rock
2F8FwWixFwZhdfMOh3ZYLt,93,3453,DEQ121749328,1XKjtpH5P81gpOXDB91IEB,2017-10-02,1,0.755,160000,0.814,-4.41,0.092,3e-04,0.178,0.695,105.058,INDEP,DE,HipHop & Rap
2f9LSU0aBW04w6KL26DW8r,123,2516,USRC11700350,3tVQdUvClmAT7URs9V3rsp,2017-03-31,1,0.835,211274,0.457,-7.455,0.204,1.96e-06,0.109,0.544,99.99,SONY,US,Pop
2fGxYYMQbVqgIdaqfz2OwA,173,2653,USRC11701959,5YGY8feqx7naU7z4HrwZM6,2017-09-29,0,0.548,248773,0.873,-4.881,0.0618,0,0.138,0.328,121.918,SONY,US,Pop
2Fjz5ZC5BvFdCqcnTZ3ilH,102,2390,NOG841611010,7vk5e3vY1uw9plTHJAMwjN,2016-06-03,0,0.491,189333,0.607,-6.333,0.0668,1.52e-06,0.289,0.166,176.112,SONY,NO,Electronic & Dance
2fkeWbM6iqTw7oGHTYm2lw,61,4501,USCM51700060,3TVXtAsR1Inumwj472S9r4,2017-03-18,0,0.61,186293,0.229,-12.36,0.0333,0.0413,0.113,0.19,111.887,UMG,US,HipHop & Rap
2fkPVFB4cip85rPhOVi0C0,68,13967,USUM70611505,3gMaNLQm7D9MornNILzdSl,2010-01-01,0,0.538,159507,0.513,-10.585,0.0372,0,0.147,0.312,84.072,UMG,US,other
2FoRvrNWBtrJiSgIjmivKG,197,3879,USQX91802371,2kCcBybjl3SAtIcwdWpUe3,2018-11-09,1,0.328,180600,0.619,-7.136,0.282,1.95e-06,0.178,0.405,67.153,SONY,US,HipHop & Rap
2FPkRkjYQ4S8g1gVBslCfU,61,10492,DELV41801775,4lDiJcOJ2GLCK6p9q5BgfK,2019-05-24,0,0.718,194307,0.79,-4.861,0.129,0,0.0739,0.605,151.072,WARNER,DE,HipHop & Rap
2fQrGHiQOvpL9UgPvtYy6G,61,4740,USSM11705546,1URnnhqYAYcrqrcwql10ft,2017-09-23,1,0.884,220307,0.346,-8.228,0.351,7.04e-06,0.0871,0.376,75.016,SONY,US,Pop
2FRnf9qhLbvw8fu4IBXx78,1,135400,GBBBM8400019,5lpH0xAS4fVfLkACg9DAuM,1984-06-01,0,0.735,262960,0.478,-12.472,0.0293,2.48e-06,0.355,0.947,107.682,SONY,GB,other
2FRNkaBscExZgSantXBpTF,17,23384,DEXH31800012,5j21TGkrNEAJe3gG9VlS34,2019-07-12,1,0.747,176382,0.638,-8.81,0.145,0.399,0.121,0.43,167.046,SONY,DE,HipHop & Rap
2fu0Nkt9AJHMCwM2fiySMq,163,1742,DEUM71500202,2Z8ZYYqedbWaOlSsBRVlmQ,2015-04-17,0,0.784,167359,0.789,-4.762,0.0471,2e-04,0.224,0.794,89.981,UMG,DE,Pop
2fuCquhmrzHpu5xcA1ci9x,105,6315,GBUM71029622,1dfeR4HaWDbWqFHLkxsg1d,1982-05-03,0,0.671,248440,0.712,-7.815,0.0476,0,0.103,0.462,113.805,UMG,GB,Rock
2fUcw8H81f2XJqRfqWYW93,32,36229,GBARL1801527,3OZZeMIZnTvQKjfQEEqx6C,2018-11-09,0,0.272,188145,0.45,-6.495,0.0309,0,0.0758,0.331,79.092,SONY,GB,Pop
2FUNBaa5DwItJtYEBgAblU,125,5135,QZ45A1700096,1URnnhqYAYcrqrcwql10ft,2018-12-21,1,0.89,233040,0.607,-6.916,0.124,2e-04,0.118,0.224,134.022,SONY,US,HipHop & Rap
2FvD20Z8aoWIePi7PoN8sG,195,4244,USUM71919280,4r63FhuTkUYltbVAg5TQnk,2019-09-27,1,0.816,136366,0.582,-4.141,0.341,5.84e-06,0.0916,0.542,160.004,UMG,US,HipHop & Rap
2Fxmhks0bxGSBdJ92vM42m,1,39278,USUM71900764,6qqNVTkY8uBg9cP3Jd7DAH,2019-03-29,0,0.701,194088,0.425,-10.965,0.375,0.13,0.1,0.562,135.128,UMG,US,Rock
2FY7b99s15jUprqC0M5NCT,17,16215,USUM71806694,53XhwfbYqKCa1cC15pYq2q,2018-11-09,0,0.704,189467,0.611,-6.112,0.0409,0,0.0812,0.22,100,UMG,US,Rock
2fzPZOozISzcAU7FSwkN7g,20,16210,DEXJ22000001,4VuARVJiWGsH2msKTdsKdQ,2020-02-06,1,0.85,152373,0.744,-3.769,0.0455,0.002,0.148,0.834,108.012,UMG,DE,HipHop & Rap
2g1ukx0VolwI31t8z5vprw,37,10894,USSM12001556,1yxSLGMDHlW21z4YXirZDS,2020-04-09,0,0.88,251429,0.63,-6.945,0.0469,6e-04,0.0939,0.447,105.001,SONY,US,Pop
2G2VgJR9JPOZ1uNYw5HjaI,61,10335,DEUM71901960,10XY9PZCJKzUFzZOdtlQLU,2019-06-27,1,0.667,151057,0.868,-4.781,0.362,0,0.129,0.667,139.72,UMG,DE,HipHop & Rap
2G3jaQujeCblYRIOLRxtCy,98,7129,DEUM71901248,22qcssYcY9HKu3mgcXXEGq,2019-03-15,1,0.718,165020,0.694,-5.055,0.335,0,0.203,0.611,167.31,UMG,DE,HipHop & Rap
2G7V7zsVDxg1yRsu7Ew9RJ,1,27955,USCM51800206,3TVXtAsR1Inumwj472S9r4,2018-06-29,1,0.835,217925,0.626,-5.833,0.125,1e-04,0.396,0.35,91.03,UMG,US,HipHop & Rap
2gbCG4Rt9984UZ7Tc0dIFd,18,37856,USRE11100703,1GxkXlMwML1oSg5eLPiAz3,2011-10-14,0,0.628,216627,0.484,-7.588,0.0319,0,0.126,0.642,63.476,WARNER,US,other
2GByM82VgSrwywP6MVZmsm,136,4520,USUM71714099,6extd4B6hl8VTmnlhpl2bY,2017-12-21,1,0.667,172017,0.848,-4.156,0.0928,0.0029,0.125,0.361,159.15,UMG,US,HipHop & Rap
2GdDsXV5v47AZsuwtGjKKy,6,33034,DETM41610575,3GBBxBdoolb0B5YizZq9bF,2020-01-23,1,0.77,177040,0.736,-5.475,0.0514,0,0.203,0.855,76.984,UMG,DE,HipHop & Rap
2GdIKPluDT6hT3xBxxKiUK,65,3608,ROCMA1711022,64PgkSM1uDD9BJEg0UkMMM,2017-03-29,0,0.521,176261,0.918,-4.517,0.123,0,0.11,0.755,86.954,UMG,RO,Pop
2GdxQw8NwoeH8tKySg6nym,60,8718,USAT21904239,4npEfmQ6YuiwW1GpUmaq3F,2019-08-19,0,0.664,198006,0.831,-4.472,0.0435,1.42e-06,0.0596,0.696,125.058,WARNER,US,Pop
2gFYrhAsBGU9DUzOiCy16l,83,3314,DEUM71706135,3ZuBEj9ppJe8GSdKaMTfMN,2017-04-21,1,0.906,266322,0.83,-5.055,0.0844,0,0.0367,0.614,120.09,UMG,DE,HipHop & Rap
2GGGm4MLQynB3I4E4ycIYC,77,6357,NOUM71800038,5iNrZmtVMtYev5M9yoWpEq,2018-04-06,1,0.624,182265,0.745,-2.936,0.0628,0,0.257,0.493,99.971,UMG,NO,Electronic & Dance
2GGMabyHXnJmjY6CXhhB2e,193,3242,USAT21811495,4kYSro6naA4h99UJvo89HB,2018-10-23,1,0.95,183527,0.59,-6.508,0.29,0,0.11,0.219,130.003,WARNER,US,HipHop & Rap
2GiJYvgVaD2HtM8GqD9EgQ,81,7738,USUM71416307,1KP6TWI40m7p3QBTU6u2xo,2015-10-16,0,0.611,218107,0.797,-7.627,0.0533,0.0014,0.26,0.518,120.041,UMG,US,Rock
2GIK8DmzMAPdZTNXLGW7v3,148,2260,DEQ121643671,2otUckChxWf2cp6UP2cD6e,2017-04-14,1,0.716,196820,0.499,-9.006,0.0786,0.0021,0.11,0.199,128.034,INDEP,DE,HipHop & Rap
2Gioh12sRWq3iM23hbcPxU,21,16149,DEWZ11900024,3pjq2pDV9RR6VY55wBjVnp,2019-07-05,1,0.806,188000,0.727,-5.592,0.0875,1.36e-06,0.13,0.713,144.999,UMG,DE,HipHop & Rap
2Gl0FzuLxflY6nPifJp5Dr,15,12558,SEBGA1700113,23fqKkggKUBHNkbKtXEls4,2017-04-28,0,0.633,193511,0.592,-7.245,0.112,0,0.099,0.679,90.066,SONY,SE,Electronic & Dance
2gMXnyrvIjhVBUZwvLZDMP,20,14720,DEUM71905868,4GNC7GD6oZMSxPGyXy4MNB,2019-11-22,0,0.459,215107,0.575,-4.858,0.0573,0,0.0885,0.183,111.881,UMG,DE,Rock
2grAr8pWMuLWn8ZYEE9wDV,53,8975,AUBM01900174,2NjfBq1NflQcKSeiDooVjY,2019-07-15,0,0.485,200756,0.461,-5.646,0.0444,0,0.232,0.324,87.009,WARNER,AU,Rock
2gsNpSn7VvvJuSrIDfRoYy,27,10920,USUM71813340,7dGJo4pcD2V6oG8kP0tJRR,2018-08-31,1,0.78,216029,0.808,-5.175,0.484,0,0.329,0.642,79.982,UMG,US,HipHop & Rap
2gsu2w50udIKnFkEUOAQjJ,34,13413,DEA621801518,6gto7HVNhu4ARE3P3g8Y5Y,2018-10-05,1,0.409,293445,0.857,-4.279,0.329,0,0.152,0.288,86.295,WARNER,DE,HipHop & Rap
2gTdDMpNxIRFSiu7HutMCg,125,6711,USUM71909845,6TIYQ3jFPwQSRmorSezPxX,2019-07-05,1,0.628,169397,0.744,-4.718,0.0379,0,0.313,0.277,119.921,UMG,US,Rock
2gTYVoQCUh0QNUaFix01ld,172,2944,USCM51800081,0hCNtLu0JehylgoiP8L4Gh,2018-04-12,1,0.643,191606,0.766,-4.788,0.384,0,0.107,0.463,97.092,UMG,US,HipHop & Rap
2gwkD6igEhQbDQegRCcdoB,178,4257,USUM71902966,4r63FhuTkUYltbVAg5TQnk,2019-03-01,1,0.876,163320,0.662,-6.482,0.426,0,0.127,0.844,75.445,UMG,US,HipHop & Rap
2GxHx0bbc0BK7Z0ChMJUtO,7,37870,DEQ021807992,5wyWp867LWGjFmYZXVSFnZ,2019-03-15,1,0.84,165640,0.764,-6.344,0.191,7.81e-06,0.118,0.485,130.113,INDEP,DE,HipHop & Rap
2GZclC05PpJPT3JZbFgywD,10,42612,DEUM71805113,1aS5tqEs9ci5P9KD9tZWa6,2018-10-05,1,0.63,186374,0.558,-9.043,0.349,6e-04,0.194,0.295,122.113,UMG,DE,HipHop & Rap
2H3wWrnO758y0fPH7Ilerg,97,4953,USUYG1156893,15UsOTVnJzReFVN1VCnxy4,2017-08-25,1,0.769,144733,0.156,-10.7,0.035,0.015,0.102,0.527,105.95,INDEP,US,Pop
2H3ZUSE54pST4ubRd5FzFR,65,7070,USMO16700534,3koiLjNrgRTNbOwViDipeA,1967-08-29,0,0.669,151667,0.616,-10.776,0.033,0,0.179,0.818,130.037,UMG,US,Pop
2h42lqXCWJLwc7Ru5EE2Va,142,4151,DEQ021801385,0r0R5nIjDY04TfxRM10Bcb,2018-09-14,1,0.518,250323,0.824,-6.33,0.0777,0,0.334,0.552,90.088,INDEP,DE,HipHop & Rap
2H4gf1wLxvYreMj1jcaN0k,46,9781,AUUM71800255,3QSQFmccmX81fWCUSPTS7y,2019-03-22,1,0.551,196493,0.537,-7.595,0.034,0,0.0802,0.493,126.421,UMG,AU,Pop
2h5vv3kvkeCxFjKUT7sLvu,32,12703,DEFZ71800001,3c96G4d2lUOxhomM2mby5S,2018-09-28,1,0.661,185983,0.699,-5.876,0.302,0,0.1,0.598,92.845,SONY,DE,HipHop & Rap
2H6dHxAxGq5oQ9EiinNpXT,127,1963,CA6MD1500001,6ujr1NkqbZpYOhquczUUfl,2016-02-12,0,0.54,203653,0.729,-3.709,0.0276,0,0.112,0.779,80.454,UMG,CA,Rock
2h7QJ8qTrSjAzLaGb46IEO,109,2591,DEUM71601167,2urF8dgLVfDjunO0pcHUEe,2016-07-15,0,0.681,234360,0.826,-5.564,0.0396,0,0.0348,0.634,97.971,UMG,DE,Pop
2h9L3U6h3jnfOpIAj8E86H,128,2965,SEUM71700736,4NHQUGzhtTLFvgF5SZesLK,2017-09-07,1,0.789,223777,0.748,-6.465,0.0665,7e-04,0.158,0.307,110.058,UMG,SE,Rock
2habSXqcJGExM6JJyskY7O,9,14254,USRC11700814,5YGY8feqx7naU7z4HrwZM6,2017-05-11,0,0.565,231906,0.782,-6.413,0.0506,0,0.0757,0.4,140.004,SONY,US,Pop
2HbYLDA1SigY1ilC94ieVu,134,3833,GBCEL1800166,7Ln80lUS6He07XvHI8qqHH,2018-05-10,0,0.372,158040,0.865,-4.288,0.0513,0.0029,0.127,0.594,176.689,INDEP,GB,Rock
2HD7DoEe9FdtvGdAdQIv5W,183,7694,GBCEJ1800217,7AzjETXRUKNRSJHMW9GIqd,2018-11-19,0,0.324,227887,0.197,-10.191,0.0337,0,0.115,0.338,178.893,SONY,GB,Pop
2hgzdQdnfWwtdpZbhZlV72,112,1898,USSM11602625,2DlGxzQSjYe5N6G9nkYghR,2016-04-07,0,0.757,218235,0.678,-5.529,0.233,9.14e-06,0.0654,0.82,120.075,SONY,US,Pop
2hIY4sjfMeKwXXh2LvhrMo,1,19283,DEA621702378,13bDjug9N0pyv3ZUINjkDV,2018-02-09,0,0.874,203630,0.487,-8.154,0.0641,0,0.0524,0.746,144.956,WARNER,DE,HipHop & Rap
2hl6q70unbviGo3g1R7uFx,81,5369,USUM71712163,4V8Sr092TqfHkfAA5fXXqG,2017-11-17,0,0.733,173720,0.892,-3.641,0.0417,0,0.137,0.675,95.989,UMG,US,Pop
2hloaUoRonYssMuqLCBLTX,33,12817,USUM71900399,66CXWjxzNUsdJxJ2JdwvnR,2019-02-08,1,0.758,216893,0.665,-5.188,0.0774,2e-04,0.216,0.643,151.976,UMG,US,Pop
2hLu8L8SNfCN4yKyPdX0h3,157,5906,USUM72001313,1uNFoZAHBGtllmzznpCI3s,2020-02-14,0,0.639,165120,0.437,-6.959,0.0355,0,0.12,0.751,147.575,UMG,US,Pop
2HMJpY1ZovzzuakKnDydyk,53,11257,DEUM71901813,4Yttlv9ndGjCDCVLqM7ACq,2019-09-26,0,0.683,165134,0.738,-6.235,0.0925,0,0.101,0.529,95.002,UMG,DE,HipHop & Rap
2hnxrRNzF74mdDzpQZQukQ,107,5459,GBKPL1821527,5JZ7CnR6gTvEMKX4g70Amv,2018-09-27,0,0.755,174861,0.625,-7.114,0.0896,0,0.157,0.374,147.02,INDEP,GB,Pop
2hPLfPxvRUfXKNGD3VcJnT,130,2399,SE5R71700106,1vCWHaC5f2uS3yhpwWbIA6,2017-08-09,0,0.792,157153,0.668,-5.67,0.0742,0.371,0.142,0.242,109.956,UMG,SE,Electronic & Dance
