week,track_id,region,streams,rank
2017-07-23,59RdNNpqBf6MGFRvAXjNDI,at,1932,185
2017-07-23,5amWhhuMPipfRYq3eLJNyF,at,16762,91
2017-07-23,5bcTCxgc7xVfSaMV3RuVke,at,79437,14
2017-07-23,5caMCe2gq8y72GVUEQEonQ,at,68085,23
2017-07-23,5CtI0qwDJkDQGwXD1H1cLb,at,93582,6
2017-07-23,5eek2X5459T1HoYJk2CKXv,at,8034,156
2017-07-23,5EnYT6F7wEcdege6mDHEfO,at,25421,78
2017-07-23,5eqK0tbzUPo2SoeZsov04s,at,6223,155
2017-07-23,5fpujciVjGBhnR2XFx06E7,at,16146,130
2017-07-23,5fzDpw2ecK1KghidsBVM4q,at,14538,104
2017-07-23,5J9P2JiLn9VR5C8c2YAEPi,at,6098,159
2017-07-23,5knuzwU65gJK7IF5yJsuaW,at,16565,131
2017-07-23,5lIat5pyge2yKkV20FlgQ7,at,10486,129
2017-07-23,5o4yGlG0PfeVUa6ClIyOxq,at,2941,107
2017-07-23,5oGm8Hm6sUQIlGu0X0p6xS,at,4359,157
2017-07-23,5Ohxk2dO5COHF1krpoPigN,at,21790,94
2017-07-23,5pvVAwQbuFoR7LkcicrKnk,at,2610,119
2017-07-23,5q5gzmbBS5yQzos2BvVr1t,at,1888,192
2017-07-23,5qqabIl2vWzo9ApSC317sa,at,7969,165
2017-07-23,5sNESr6pQfIhL3krM8CtZn,at,22729,56
2017-07-23,5tz69p7tJuGPeMGwNTxYuV,at,5761,179
2017-07-23,5uCax9HTNlzGybIStD3vDh,at,13763,168
2017-07-23,5Xc74Dn1ZKH6H8XaVGOHXG,at,1883,197
2017-07-23,5Z01UMMf7V1o0MzF86s6WJ,at,14142,158
2017-07-23,607TgBgbTvP8CTgIHN0R6q,at,28982,65
2017-07-23,60a0Rd6pjrkxjPbaKzXjfq,at,71649,12
2017-07-23,63JtyRFsZqi6Rf61T48YRJ,at,22284,90
2017-07-23,63Qco1ncI5U4qEUnxL1DsH,at,1888,200
2017-07-23,63SGQVGRElERHTuljbqCsD,at,3766,180
2017-07-23,650OeHTLxZAQmb4aEbGmaA,at,24223,65
2017-07-23,6A8dnC0xkiuWN4BshmTB2I,at,1901,185
2017-07-23,6Br5mChPdgQNmLF0G0gjPH,at,2143,143
2017-07-23,6c0I7CfL9ziGZN8yYkLppP,at,3774,183
2017-07-23,6D0b04NJIKfEMg040WioJQ,at,5207,117
2017-07-23,6De0lHrwBfPfrhorm9q1Xl,at,29127,63
2017-07-23,6EpRaXYhGOB3fj4V2uDkMJ,at,95466,7
2017-07-23,6fTsxhIosAU6zXTAhSaemI,at,19850,100
2017-07-23,6fxVffaTuwjgEk5h9QyRjy,at,11600,175
2017-07-23,6gBFPUFcJLzWGx4lenP6h2,at,5851,170
2017-07-23,6HUnnBwYZqcED1eQztxMBN,at,35034,55
2017-07-23,6HxFJbQahRd5rWQ752D710,at,34408,54
2017-07-23,6HZILIRieu8S0iqY8kIKhj,at,5671,191
2017-07-23,6jA8HL9i4QGzsj6fjoxp8Y,at,87205,11
2017-07-23,6kex4EBAj0WHXDKZMEJaaF,at,61911,29
2017-07-23,6mORGLOz79w6VsCRLWYYuK,at,13034,122
2017-07-23,6mw02h3qbWmuq2bJCRjRAe,at,67682,20
2017-07-23,6n8TMVyFKoUmDc4apxceRD,at,8365,150
2017-07-23,6OocN63GLU7NF0wHdewhID,at,6303,149
2017-07-23,6PCUP3dWmTjcTtXY02oFdT,at,21650,86
2017-07-23,6QgjcU0zLnzq5OrUoSZ3OK,at,19603,104
2017-07-23,6RUKPb4LETWmmr3iAEQktW,at,63503,30
2017-07-23,6SUocL0caib4mLHe8ZrZzi,at,3668,182
2017-07-23,6t2ubAB4iSYOuIpRAOGd4t,at,5829,186
2017-07-23,6tinFGP1QJuRbyeCekZcLZ,at,3799,179
2017-07-23,6TYatDhm4HnkWNqStibZr5,at,15024,129
2017-07-23,6vFR3EXsCZ8JurXwzlM8z7,at,16600,116
2017-07-23,6wHRm1KR8pzVDPdmR6Qovj,at,16708,126
2017-07-23,6XOYVSmNDjKUNMXooU4s4z,at,26109,70
2017-07-23,6Xyn0CrKfHeAo5eI8I1cDj,at,2039,184
2017-07-23,6y2Kaz9QI01XBKJ8mTb7Pf,at,6121,160
2017-07-23,6yDVzSw6ADBAQNgBSkkdw6,at,1865,188
2017-07-23,6yFiHg5RM5zGVrXGIokWlL,at,1967,180
2017-07-23,6yr8GiTHWvFfi4o6Q5ebdT,at,10102,159
2017-07-23,6ZyLo7sln0QFP7YXqgXCU8,at,20091,102
2017-07-23,72jbDTw1piOOj770jWNeaG,at,21065,95
2017-07-23,76gwG061wqdatYhicO2hG4,at,17175,122
2017-07-23,78rIJddV4X0HkNAInEcYde,at,26134,74
2017-07-23,79cuOz3SPQTuFrp8WgftAu,at,91494,9
2017-07-23,79NlESqzFSW0hdBWgls4FX,at,17400,108
2017-07-23,7abpmGpF7PGep2rDU68GBR,at,31761,62
2017-07-23,7aF09WaavZAmAWuUeYxlYD,at,22331,79
2017-07-23,7avUYFehb1GscgCncPdBDK,at,1893,194
2017-07-23,7BKLCZ1jbUBVqRi2FVlTVw,at,16211,126
2017-07-23,7bT5tDmeOqa3e7EegiXfQr,at,8034,149
2017-07-23,7d2QNWdojil8IXENPnAgTv,at,33866,54
2017-07-23,7F9vK8hNFMml4GtHsaXui6,at,34516,53
2017-07-23,7fUWZUNj5qbEuoL6K9947g,at,55608,38
2017-07-23,7G7xvFVMNFpCo3c3CF6km8,at,7811,178
2017-07-23,7gHs73wELdeycvS48JfIos,at,5576,187
2017-07-23,7hCJgEQQqOlQrWQ9iOZ495,at,20239,84
2017-07-23,7HGHhLbAklVxGkYdwyeVML,at,16458,108
2017-07-23,7i2DJ88J7jQ8K7zqFX2fW8,at,19675,91
2017-07-23,7JuGl6cntiqvXVgXJFSggk,at,6171,156
2017-07-23,7KXjTSCq5nL1LoYtL7XAwS,at,30269,64
2017-07-23,7McVnXcGdaVAzjKpN1BWPb,at,65042,27
2017-07-23,7nAfXgeHfDO50upcOjJOaq,at,23589,69
2017-07-23,7nKBxz47S9SD79N086fuhn,at,77128,15
2017-07-23,7oVEtyuv9NBmnytsCIsY5I,at,9228,107
2017-07-23,7pJ4iEOOwUEzO3m9Hh3Ojr,at,12739,138
2017-07-23,7qiZfU4dY1lWllzX7mPBI3,at,76832,17
2017-07-23,7rfiXyFb5M9BqdkvKvVEiB,at,15191,114
2017-07-23,7tr2za8SQg2CI8EDgrdtNl,at,23964,82
2017-07-23,7vnEuDZTbPRu5ThYoMv7G0,at,37300,51
2017-07-30,00lNx0OcTJrS3MKHcB80HY,at,22819,79
2017-07-30,014J7jX1wSv0manSdRnveo,at,5028,95
2017-07-30,04CttTezSnv71USiiG9mIo,at,14573,110
2017-07-30,04DwTuZ2VBdJCCC5TROn7L,at,1535,198
2017-07-30,05aYPqscr6UPjgU3ha3vzD,at,17332,106
2017-07-30,05Mp2UJulSttxQ4E6hQPH3,at,25810,65
2017-07-30,06SlruQYZCozqCdlar8Y2g,at,20897,85
2017-07-30,07TAUihsoCBnLWWXuZYUyw,at,62215,25
2017-07-30,0afhq8XCExXpqazXczTSve,at,50930,38
2017-07-30,0CcQNd8CINkwQfe1RDtGV6,at,62931,23
2017-07-30,0dA2Mk56wEzDgegdC6R17g,at,32835,55
2017-07-30,0E8CA9JBoEs3tD0JQJUpQb,at,3486,82
2017-07-30,0FuTx2s3YH1ppmtiM6l0zI,at,17046,106
2017-07-30,0hNduWmlWmEmuwEFcYvRu1,at,8430,119
2017-07-30,0IDcqQM84frBhAJ8vXC76I,at,1777,192
2017-07-30,0JiVRyTJcJnmlwCZ854K4p,at,13928,146
2017-07-30,0KKkJNfGyhkQ5aFogxQAPU,at,15899,125
2017-07-30,0L7loeTIg6akW84aEQZpCT,at,3866,168
2017-07-30,0lMbuWUpfTWhEmOKxppEau,at,13719,144
2017-07-30,0NiXXAI876aGImAd6rTj8w,at,119936,4
2017-07-30,0ofbQMrRDsUaVKq2mGLEAb,at,2456,126
2017-07-30,0QsvXIfqM0zZoerQfsI9lm,at,14294,143
2017-07-30,0qYTZCo5Bwh1nsUFGZP3zn,at,15656,128
2017-07-30,0RCSckg7PFBBfwG73ydbOG,at,13032,159
2017-07-30,0RYXEibxMami3QuT8kn4Iz,at,17058,82
2017-07-30,0SDJmLCAWqHTo9bfKRAiRw,at,2078,165
2017-07-30,0tgVpDi06FyKpA1z0VMD4v,at,6784,183
2017-07-30,0tKcYR2II1VCQWT79i5NrW,at,135243,2
2017-07-30,0Vy7fWzknPBpNTwJkGc7Sm,at,17324,86
2017-07-30,0wJJhRgdHhT93Z3iWdMB0T,at,2893,102
2017-07-30,0xCXcq4y44uHJtJ7zZDF3d,at,17425,101
2017-07-30,0XfOi87h82i09rQjWYG0Bm,at,22521,75
2017-07-30,0xG0SHshCStMEyNbNC5d4k,at,4192,159
2017-07-30,0XLOf9LhyazPX9Ld8jPiUq,at,47913,41
2017-07-30,104buTcnP2AsxqB7U1FIZ4,at,42431,48
2017-07-30,152lZdxL1OR0ZMW6KquMif,at,15453,130
2017-07-30,167NczpNbRF7oWakJaY3Hh,at,36149,51
2017-07-30,1839RWzPRZCVgvamu4sHSN,at,15697,113
2017-07-30,1a5Yu5L18qNxVhXx38njON,at,4015,123
2017-07-30,1BRdeyNaPcblzeqaBum5TS,at,12804,160
2017-07-30,1cG0umU5TKStygKsPFZ9pY,at,20412,85
2017-07-30,1CKd1PnqfYx0H12V9MSaIY,at,17574,105
2017-07-30,1CnPYaKxTVb4LWOtiGOm0m,at,15390,127
2017-07-30,1dD3FPQw7qLdlPh1g1ZKRS,at,17416,93
2017-07-30,1Eck97uRMlprKOOJN9oO1E,at,13123,158
2017-07-30,1f3flfdU4VDM2OBDD2FMia,at,65657,22
2017-07-30,1gaK2od5J8GX6KecOaWm4d,at,2875,103
2017-07-30,1HxvdVlvQH5NUPi1wsq5L1,at,25286,70
2017-07-30,1iTKkkgXj8kJkGdjGGBFqL,at,21853,76
2017-07-30,1louJpMmzEicAn7lzDalPW,at,52649,39
2017-07-30,1LzguIGcb1qtA1Kw9pfwAP,at,31723,38
2017-07-30,1NDxZ7cFAo481dtYWdrUnR,at,80335,15
2017-07-30,1OAh8uOEOvTDqkKFsKksCi,at,88631,8
2017-07-30,1qOLh0tI7trd1zdDKxYZTe,at,6968,172
2017-07-30,1QzmdyU1N47jAj0ao5IvlW,at,15088,136
2017-07-30,1R8eM53yWnjsfiWktgObe7,at,65355,23
2017-07-30,1sBhJGPUKrdRycgKxve70v,at,79807,15
2017-07-30,1sCxVKWImDZSZKvG0U9B23,at,29472,59
2017-07-30,1SJtlNRJDeYHioymcvsqev,at,50868,40
2017-07-30,1Sl3njkhhz8nrSPZroDQ82,at,24051,71
2017-07-30,1tdohH49HMAFjlp1QSo6j8,at,20909,80
2017-07-30,1wjzFQodRWrPcQ0AnYnvQ9,at,77195,17
2017-07-30,1x5sYLZiu9r5E43kMlt9f8,at,49956,43
2017-07-30,1XRTXNP8eLpWXfso8Q4dC5,at,10857,160
2017-07-30,1xznGGDReH1oQq0xzbwXa3,at,8889,175
2017-07-30,1yoO94wPL8khknS04ltxkn,at,1901,172
2017-07-30,1yxgsra98r3qAtxqiGZPiX,at,22644,78
2017-07-30,210azEodQSJ48zZrgxHsu8,at,1544,195
2017-07-30,25C5CowdsfXld2jJanbiex,at,36227,51
2017-07-30,25qiaiBRyMFOktyaeQSMon,at,5122,178
2017-07-30,27SdWb2rFzO6GWiYDBTD9j,at,1876,194
2017-07-30,27XVTa9Eb2nO6lhhY5SbTl,at,4312,140
2017-07-30,2bSPH2uow0jTpc0F6EZGMk,at,8137,60
2017-07-30,2CPqh63wRVscbceKcPxwvv,at,16198,116
2017-07-30,2D2aN1LbKCJNe6jj3RBC7Z,at,3786,178
2017-07-30,2ekn2ttSfGqwhhate0LSR0,at,43150,42
2017-07-30,2eMwDehkIC1j68U6FA3Eiq,at,31972,55
2017-07-30,2Gl0FzuLxflY6nPifJp5Dr,at,49088,42
2017-07-30,2habSXqcJGExM6JJyskY7O,at,21680,82
2017-07-30,2HzfRSfCogBSsgW2CckVA2,at,16042,111
2017-07-30,2KHbPYI22yWIOgWUsApYIS,at,12397,175
2017-07-30,2KklXplRtxMsBYo474Es0w,at,62309,27
2017-07-30,2mfUa8bLs2s5N4VaqJZ4lZ,at,26617,64
2017-07-30,2MHCiOohBZEQuLgDTPvSzF,at,1728,192
2017-07-30,2nLtzopw4rPReszdYBJU6h,at,30450,50
2017-07-30,2nYpbaLykC2cjU8Yt5KF1v,at,14965,134
2017-07-30,2nYwV62UABTH0NanrwVIdQ,at,1996,163
2017-07-30,2p9JxKmuRDnvPGNrQ2UM9i,at,18859,98
2017-07-30,2PcREcTtGiNTUCM4g2Qg4Z,at,18077,103
2017-07-30,2rb5MvYT7ZIxbKW5hfcHx8,at,114309,5
2017-07-30,2RttW7RAu5nOAfq6YFvApB,at,8933,162
2017-07-30,2s76aKBWKShlwPC4xTtEEE,at,3686,166
2017-07-30,2VJ8G0LeX2hu7RWc4suNhe,at,5300,174
2017-07-30,2YJiphD96INAmMzRHc0UdK,at,1952,183
2017-07-30,2ZblF7TnUfCVRPWWgBeEhe,at,18042,93
2017-07-30,30t2cItUPY7CvZOup7zptn,at,1808,186
2017-07-30,35GSwxl4LYtOATVIXqmAPA,at,3409,177
2017-07-30,39qlqpwVzRkQP6WsILfIB5,at,24271,73
2017-07-30,3a1lNhkSLSkpJE4MSHpDu9,at,26986,65
2017-07-30,3A7qX2QjDlPnazUsRk5y0M,at,108057,5
2017-07-30,3aDYo34VzVf2i8aJyJk0ca,at,28523,60
2017-07-30,3aLSrx8qhssXrh5yjB6oy9,at,10784,154
2017-07-30,3APtAcYryweM13qsHFUkmk,at,6997,185
2017-07-30,3B54sVLJ402zGa6Xm4YGNe,at,99278,7
2017-07-30,3b5Li4QKDVBx1x7fQuu54a,at,57323,32
2017-07-30,3bidbhpOYeV4knp8AIu8Xn,at,7386,169
2017-07-30,3bWAqKDWg6u1davspr5IkS,at,121380,3
2017-07-30,3caMfJGFp53NAH2TuigdNj,at,62019,26
2017-07-30,3cfOd4CMv2snFaKAnMdnvK,at,1789,181
2017-07-30,3CUsYy61rwbmpi6bHDnuD4,at,10915,171
2017-07-30,3D3Tkk0d9UmECpH5Fprmuv,at,4846,109
2017-07-30,3DXncPQOG4VBw3QHh3S817,at,72456,18
2017-07-30,3E2Zh20GDCR9B1EYjfXWyv,at,22469,76
2017-07-30,3EB28IRRCjgvEpeOkdixlA,at,13694,151
2017-07-30,3ebXMykcMXOcLeJ9xZ17XH,at,23624,74
2017-07-30,3EfugazgSddQvzZpkof5I4,at,18444,84
2017-07-30,3EmmCZoqpWOTY1g2GBwJoR,at,9011,169
2017-07-30,3eR23VReFzcdmS7TYCrhCe,at,29993,60
2017-07-30,3FQCJI2t5LTbsRPfYVBSVB,at,5247,176
2017-07-30,3GPI7hYiqD6enLRobhkBm8,at,63456,21
2017-07-30,3H25ywsvlV0ZT2XSpSU7wk,at,20449,85
2017-07-30,3HVr6jTVwBHBa2flM0eURR,at,67846,19
2017-07-30,3kGfazcbVvVkuZunzlLgTD,at,47045,46
2017-07-30,3kxfsdsCpFgN412fpnW85Y,at,16476,118
2017-07-30,3kXqUXnukwkpsxhW8emNC0,at,15069,128
2017-07-30,3NdDpSvN911VPGivFlV5d0,at,15688,121
2017-07-30,3NwZZSfJMceF6voaxIWEoV,at,16438,115
2017-07-30,3PEgB3fkiojxms35ntsTgs,at,154660,1
2017-07-30,3qmvK8QARSPkFTuKeIXSbs,at,1530,199
2017-07-30,3QWjljChcOMkRDYSzF33Qr,at,19488,86
2017-07-30,3rOSwuTsUlJp0Pu0MkN8r8,at,25122,70
2017-07-30,3S0OXQeoh0w6AY8WQVckRW,at,3597,168
2017-07-30,3sgGmPQD2J6aQduN36RDBO,at,18771,97
2017-07-30,3sr3vqiXLSDIMd2XUDsHoK,at,18620,92
2017-07-30,3TZ3MiMILR5wrQbbWiFUwI,at,7273,91
2017-07-30,3vcHPShfJAFP3TtAAsTHsV,at,15368,129
2017-07-30,3xXBsjrbG1xQIm1xv1cKOt,at,17260,92
2017-07-30,3Ytr1SUCUi6J3L9dRFx5iH,at,56754,35
2017-07-30,41us282GRjE1ULGMK3fCCs,at,1804,164
2017-07-30,42HI1CnQ4meVfZCTSwZK0n,at,14780,117
2017-07-30,45OfR7ugJMgbFDuNOVpIq3,at,16152,113
2017-07-30,4aJU292lPlMaoh2qg18mZ0,at,1671,198
2017-07-30,4aWmUDTfIPGksMNLV2rQP2,at,60476,26
2017-07-30,4b4KcovePX8Ke2cLIQTLM0,at,15972,120
2017-07-30,4bHsxqR3GMrXTxEPLuK5ue,at,8029,153
2017-07-30,4bPWDXpN6MlTZBedxega3X,at,7246,35
2017-07-30,4c2W3VKsOFoIg2SFaO6DY5,at,82462,12
2017-07-30,4gqMQftUs22F8pOGVn5Acr,at,17673,98
2017-07-30,4gZOWIMzQnn8H2ENrs7UsW,at,14181,146
2017-07-30,4Hf7WnR761jpxPr5D46Bcd,at,13184,159
2017-07-30,4iLqG9SeJSnt0cSPICSjxv,at,86142,10
2017-07-30,4kfm1uI9QGaoN9qm6CkAMn,at,17296,96
2017-07-30,4lharVQjYNhByFR8dSHkMA,at,31015,54
2017-07-30,4rkEjyRMjc6rcj7WROZ9XK,at,14478,137
2017-07-30,4tX7Nt68zEeb0Lt32ngQR0,at,10955,158
2017-07-30,4xBjsLUSjcx2h7PcRikpQp,at,4378,64
2017-07-30,4xuVfUXkHe1YZZZWNICGcV,at,5408,167
2017-07-30,51PIvodunv6NmX5250zxAh,at,7297,151
2017-07-30,51WUacrCkukxCgym463uNN,at,56645,33
2017-07-30,57apmXhSxkAlUoq2pZNaSN,at,7094,87
2017-07-30,57BrRMwf9LrcmuOsyGilwr,at,1719,195
2017-07-30,57p8CBvPOxrvyCbn6ttl5r,at,16169,93
2017-07-30,5amWhhuMPipfRYq3eLJNyF,at,20536,80
2017-07-30,5bcTCxgc7xVfSaMV3RuVke,at,87109,8
2017-07-30,5caMCe2gq8y72GVUEQEonQ,at,66375,22
2017-07-30,5CtI0qwDJkDQGwXD1H1cLb,at,83956,12
2017-07-30,5dbSyYN5eWW3DzaLmu3ies,at,2536,112
2017-07-30,5eek2X5459T1HoYJk2CKXv,at,12630,164
2017-07-30,5EnYT6F7wEcdege6mDHEfO,at,21851,77
2017-07-30,5eqK0tbzUPo2SoeZsov04s,at,17925,89
2017-07-30,5fpujciVjGBhnR2XFx06E7,at,14412,142
2017-07-30,5hAbqNBv8Zwfice31cOurK,at,4530,107
2017-07-30,5knuzwU65gJK7IF5yJsuaW,at,15876,128
2017-07-30,5lIat5pyge2yKkV20FlgQ7,at,5600,145
2017-07-30,5o4yGlG0PfeVUa6ClIyOxq,at,12027,142
2017-07-30,5oGm8Hm6sUQIlGu0X0p6xS,at,9128,153
2017-07-30,5Ohxk2dO5COHF1krpoPigN,at,18583,99
2017-07-30,5pvVAwQbuFoR7LkcicrKnk,at,14230,136
2017-07-30,5Qht2aUJcCjRuhrlHvvKt2,at,1992,164
2017-07-30,5qqabIl2vWzo9ApSC317sa,at,13012,160
2017-07-30,5smaUuzvwMXtiuBPvzVBLE,at,2109,164
2017-07-30,5sNESr6pQfIhL3krM8CtZn,at,12870,157
2017-07-30,5sXH5is49Lxo6zQCksCKfe,at,1735,197
2017-07-30,5tz69p7tJuGPeMGwNTxYuV,at,1670,196
2017-07-30,5uCax9HTNlzGybIStD3vDh,at,10888,167
2017-07-30,5XVO2yXESFgE9og4IwrILf,at,2201,156
2017-07-30,5Z01UMMf7V1o0MzF86s6WJ,at,13833,147
2017-07-30,607TgBgbTvP8CTgIHN0R6q,at,26500,67
2017-07-30,60a0Rd6pjrkxjPbaKzXjfq,at,39932,47
2017-07-30,63JtyRFsZqi6Rf61T48YRJ,at,20285,82
2017-07-30,650OeHTLxZAQmb4aEbGmaA,at,9488,152
2017-07-30,6a9vKVMFfNBi741DVSit3H,at,4142,69
2017-07-30,6D0b04NJIKfEMg040WioJQ,at,11680,103
2017-07-30,6De0lHrwBfPfrhorm9q1Xl,at,30284,56
2017-07-30,6EpRaXYhGOB3fj4V2uDkMJ,at,91647,8
2017-07-30,6fTsxhIosAU6zXTAhSaemI,at,18993,88
2017-07-30,6fxVffaTuwjgEk5h9QyRjy,at,12274,179
2017-07-30,6gBFPUFcJLzWGx4lenP6h2,at,12481,172
2017-07-30,6HUnnBwYZqcED1eQztxMBN,at,33397,54
2017-07-30,6HxFJbQahRd5rWQ752D710,at,33109,53
2017-07-30,6HZILIRieu8S0iqY8kIKhj,at,10744,177
2017-07-30,6jA8HL9i4QGzsj6fjoxp8Y,at,87921,9
2017-07-30,6kex4EBAj0WHXDKZMEJaaF,at,59995,31
2017-07-30,6mORGLOz79w6VsCRLWYYuK,at,9733,128
2017-07-30,6mw02h3qbWmuq2bJCRjRAe,at,52067,34
2017-07-30,6O5tbVRFmeVwNjmxVhSZOT,at,5700,138
2017-07-30,6PCUP3dWmTjcTtXY02oFdT,at,19260,87
2017-07-30,6QgjcU0zLnzq5OrUoSZ3OK,at,20682,86
2017-07-30,6RUKPb4LETWmmr3iAEQktW,at,60663,29
2017-07-30,6SUocL0caib4mLHe8ZrZzi,at,1707,187
2017-07-30,6t2ubAB4iSYOuIpRAOGd4t,at,7047,175
2017-07-30,6tinFGP1QJuRbyeCekZcLZ,at,3430,188
2017-07-30,6TYatDhm4HnkWNqStibZr5,at,14347,96
2017-07-30,6vFR3EXsCZ8JurXwzlM8z7,at,9212,160
2017-07-30,6wHRm1KR8pzVDPdmR6Qovj,at,16345,120
2017-07-30,6XOYVSmNDjKUNMXooU4s4z,at,26299,67
2017-07-30,6y2Kaz9QI01XBKJ8mTb7Pf,at,6913,169
2017-07-30,6yDVzSw6ADBAQNgBSkkdw6,at,3571,171
2017-07-30,6yFiHg5RM5zGVrXGIokWlL,at,1595,190
2017-07-30,6yr8GiTHWvFfi4o6Q5ebdT,at,12679,170
2017-07-30,6ZyLo7sln0QFP7YXqgXCU8,at,18187,101
2017-07-30,72jbDTw1piOOj770jWNeaG,at,19075,91
2017-07-30,76gwG061wqdatYhicO2hG4,at,15490,124
2017-07-30,78rIJddV4X0HkNAInEcYde,at,22334,79
2017-07-30,79cuOz3SPQTuFrp8WgftAu,at,84055,11
2017-07-30,79NlESqzFSW0hdBWgls4FX,at,15249,112
2017-07-30,7abpmGpF7PGep2rDU68GBR,at,28341,61
2017-07-30,7aF09WaavZAmAWuUeYxlYD,at,20786,77
2017-07-30,7anBA0IdgFaN3Pbyk2tog0,at,17049,36
2017-07-30,7avUYFehb1GscgCncPdBDK,at,1529,200
2017-07-30,7BKLCZ1jbUBVqRi2FVlTVw,at,15294,130
2017-07-30,7d2QNWdojil8IXENPnAgTv,at,28228,62
2017-07-30,7F1LWA9sIlTorHUo4amGqk,at,2265,148
2017-07-30,7F9vK8hNFMml4GtHsaXui6,at,44188,47
2017-07-30,7fUWZUNj5qbEuoL6K9947g,at,52040,39
2017-07-30,7G7xvFVMNFpCo3c3CF6km8,at,6671,189
2017-07-30,7gHs73wELdeycvS48JfIos,at,12338,171
2017-07-30,7hCJgEQQqOlQrWQ9iOZ495,at,7316,155
2017-07-30,7HGHhLbAklVxGkYdwyeVML,at,16472,113
2017-07-30,7i2DJ88J7jQ8K7zqFX2fW8,at,17321,107
2017-07-30,7JuGl6cntiqvXVgXJFSggk,at,13856,122
2017-07-30,7kOgMK63girYyYwLCo5aiW,at,9111,112
2017-07-30,7KXjTSCq5nL1LoYtL7XAwS,at,29312,61
2017-07-30,7LEydI5NfjY6mZfKwYIptZ,at,3587,169
2017-07-30,7lQ8MOhq6IN2w8EYcFNSUk,at,1918,187
2017-07-30,7McVnXcGdaVAzjKpN1BWPb,at,61452,25
2017-07-30,7nAfXgeHfDO50upcOjJOaq,at,14371,131
2017-07-30,7nKBxz47S9SD79N086fuhn,at,72299,19
2017-07-30,7pJ4iEOOwUEzO3m9Hh3Ojr,at,14898,125
2017-07-30,7qiZfU4dY1lWllzX7mPBI3,at,71937,19
2017-07-30,7rfiXyFb5M9BqdkvKvVEiB,at,15456,123
2017-07-30,7tr2za8SQg2CI8EDgrdtNl,at,20706,86
2017-07-30,7vnEuDZTbPRu5ThYoMv7G0,at,31045,54
2017-07-30,7xNk3mDmOdHlUfnjYgrh8X,at,3885,151
2017-08-06,00lNx0OcTJrS3MKHcB80HY,at,21766,80
2017-08-06,014J7jX1wSv0manSdRnveo,at,1806,143
2017-08-06,04CttTezSnv71USiiG9mIo,at,12382,120
2017-08-06,04DwTuZ2VBdJCCC5TROn7L,at,1668,199
2017-08-06,05aYPqscr6UPjgU3ha3vzD,at,15951,110
2017-08-06,05Mp2UJulSttxQ4E6hQPH3,at,25740,65
2017-08-06,06SlruQYZCozqCdlar8Y2g,at,21090,82
2017-08-06,07TAUihsoCBnLWWXuZYUyw,at,61535,26
2017-08-06,09KlDlkOYuC5x6hOaM7vaP,at,2829,110
2017-08-06,0afhq8XCExXpqazXczTSve,at,48619,41
2017-08-06,0CcQNd8CINkwQfe1RDtGV6,at,60189,25
2017-08-06,0d5rZe3RMBbVYY4BDAxqGF,at,3369,195
2017-08-06,0dA2Mk56wEzDgegdC6R17g,at,30968,55
2017-08-06,0ekFioHmdtwcITYOYXavl6,at,3541,195
2017-08-06,0fmFX2bQOdqJ1hVlSxRl2F,at,2676,118
2017-08-06,0FuTx2s3YH1ppmtiM6l0zI,at,15705,110
2017-08-06,0jdny0dhgjUwoIp5GkqEaA,at,5987,81
2017-08-06,0JiVRyTJcJnmlwCZ854K4p,at,14124,144
2017-08-06,0KKkJNfGyhkQ5aFogxQAPU,at,15253,123
2017-08-06,0L1IY5QgkAAzNSgVtEeUn7,at,2088,151
2017-08-06,0L7loeTIg6akW84aEQZpCT,at,1881,176
2017-08-06,0lMbuWUpfTWhEmOKxppEau,at,7207,151
2017-08-06,0NiXXAI876aGImAd6rTj8w,at,112787,3
2017-08-06,0ofbQMrRDsUaVKq2mGLEAb,at,11731,78
2017-08-06,0QsvXIfqM0zZoerQfsI9lm,at,14076,137
2017-08-06,0qYTZCo5Bwh1nsUFGZP3zn,at,14546,130
2017-08-06,0RCSckg7PFBBfwG73ydbOG,at,12829,159
2017-08-06,0RYXEibxMami3QuT8kn4Iz,at,21046,80
2017-08-06,0tgVpDi06FyKpA1z0VMD4v,at,3203,187
2017-08-06,0tKcYR2II1VCQWT79i5NrW,at,130760,2
2017-08-06,0Vy7fWzknPBpNTwJkGc7Sm,at,14372,132
2017-08-06,0Xa7b1Kw7I08dD2k7zZKtV,at,2053,154
2017-08-06,0xCXcq4y44uHJtJ7zZDF3d,at,17482,107
2017-08-06,0XfOi87h82i09rQjWYG0Bm,at,25350,61
2017-08-06,0xG0SHshCStMEyNbNC5d4k,at,15402,117
2017-08-06,0XLOf9LhyazPX9Ld8jPiUq,at,45980,46
2017-08-06,104buTcnP2AsxqB7U1FIZ4,at,37365,49
2017-08-06,12ip0ceCeszDTDFxDY1AXJ,at,9719,54
2017-08-06,152lZdxL1OR0ZMW6KquMif,at,15423,124
2017-08-06,167NczpNbRF7oWakJaY3Hh,at,33694,52
2017-08-06,1839RWzPRZCVgvamu4sHSN,at,15792,114
2017-08-06,1a5Yu5L18qNxVhXx38njON,at,1531,188
2017-08-06,1bA2ZK7CFxEMnyn1dWP2jp,at,1907,175
2017-08-06,1BRdeyNaPcblzeqaBum5TS,at,8829,167
2017-08-06,1cG0umU5TKStygKsPFZ9pY,at,19271,89
2017-08-06,1CKd1PnqfYx0H12V9MSaIY,at,14919,109
