artistName	trackID	trackName	rank	streams	frequency	danceability	energy	key	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	isrc	spotifyArtistID	releaseDate	daysSinceRelease	top10	spotifyFollowers	mbid	artistCountry
drake	1UfBAJfmofTffrae5ls6DA	Hotline Bling	21	2890990	14	0.893	0.639	2	-7.857	0.0549	0.00226	0.000315	0.0382	0.582	134.963	267024	4	USCM51500238	3TVXtAsR1Inumwj472S9r4	06.05.2016	331	0	9338944	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
the lumineers	1uGAMOMKqPPYxAllZ1PV4s	In The Light	192	788524	1	0.696	0.417	9	-9.624	0.027	0.826	0.0206	0.1	0.259	97.711	231868	4	USDMG1673806	16oZKvXb6WkQlVAjwo2Wbg	08.04.2016	359	0	1398823	bfcb6630-9b31-4e63-b11f-7b0363be72b5	0
katy perry	1Ui3r0Ih8F2MroiCWreCYi	Rise	100	1409304	7	0.535	0.631	11	-6.396	0.0486	0.0502	0	0.106	0.506	101.678	203475	4	USUM71605088	6jJ0s89eD6GaHleKKya26X	22.07.2016	254	0	5527623	122d63fc-8671-43e4-9752-34e846d62a9c	US
tove lo	1UP5QeusHgerbteiQ7uvWh	True Disaster	172	913305	1	0.598	0.766	11	-6.15	0.0476	0.0489	0.00000262	0.107	0.311	96.969	203082	4	SEUM71601583	4NHQUGzhtTLFvgF5SZesLK	28.10.2016	156	0	898750	56756959-1e78-429c-b897-e1d056cb0225	SE
chance the rapper	1Uq3IOIy1CUlHUgP6vWpum	Smoke Break (feat. Future)	163	1272421	6	0.705	0.453	3	-8.174	0.196	0.257	0	0.143	0.275	124.942	226494	4	TCACO1667447	1anyVhU62p31KFi8MEzkbf	27.05.2016	310	0	1322252	373a4c98-a46b-48e4-86ec-f6ca65b4f438	0
sia	1usLCyaUZ2y0uoPmKj1uYo	Reaper	139	857995	1	0.567	0.773	6	-3.344	0.0451	0.0355	0.00011	0.0901	0.733	82.947	219773	4	USRC11502936	5WUlDfRSoLAfcVSX1WnrxN	07.01.2016	451	0	3462820	2f548675-008d-4332-876c-108b0c7ab9c5	AU
sam smith	1VbhR6D6zUoSTBzvnRonXO	I'm Not The Only One	80	867377	19	0.678	0.491	5	-5.815	0.0358	0.565	0.0000278	0.0772	0.496	81.997	239317	4	GBUM71308836	2wY79sveU1sp5g7SokKOiI	17.03.2016	381	0	3097876	5a85c140-dcf9-4dd2-b2c8-aff0471549f3	GB
ed sheeran	1VdZ0vKfR5jneCmWIUAMxK	The A Team	179	1068645	1	0.642	0.289	9	-9.918	0.0367	0.669	0	0.18	0.388	84.996	258373	4	GBAHS1100095	6eUKZXaKkcviH0Ku9w2n3V	10.06.2011	1000	0	8493407	b8a7c51f-362c-4dcb-a259-bc6e0095f0a6	GB
the weeknd	1VoJttdilLYpbpYN142Zek	Real Life	8	3386609	14	0.578	0.645	11	-4.951	0.0476	0.434	0	0.36	0.313	90.664	223373	4	USUG11500913	1Xyo4u8uXC1ZmMpatF05PJ	28.08.2015	583	1	5418912	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
britney spears	1Vp8uI65XCMI1H0nSW2kkB	Make Me... (feat. G-Eazy)	29	3277890	5	0.701	0.7	7	-6.672	0.0925	0.146	0	0.206	0.607	122.984	230960	4	USRC11601072	26dSoYclwsYLMAKD3tpOr4	15.07.2016	261	0	1868812	45a663b5-b1cb-4a91-bff6-2bef7bbfdd76	US
calvin harris	1vvNmPOiUuyCbgWmtc6yfm	My Way	17	4076957	19	0.819	0.913	4	-3.059	0.0427	0.0935	0.0000372	0.161	0.523	119.989	219160	4	GBARL1601358	7CajNmpbOovFoOoasH2HaY	16.09.2016	198	0	5881685	8dd98bdc-80ec-4e93-8509-2f46bafc09a7	GB
j. cole	1vvnYpYEMVB4aq9I6tHIEB	4 Your Eyez Only	12	6965007	5	0.704	0.481	11	-10.493	0.363	0.378	0.0000709	0.0874	0.494	78.628	530253	4	QMJMT1601094	6l3HvQ5sa6mXTsMTB19rO5	09.12.2016	114	0	2637936	875203e1-8e58-4b86-8dcb-7190faf411c5	US
fetty wap	1VYDjz8U0cak2ZQdaPh6qJ	Let It Bang	185	627613	1	0.606	0.906	11	-5.147	0.0431	0.00417	0	0.375	0.677	148.024	224890	4	QMCE31500398	6PXS4YHDkKvl1wkIl4V8DL	25.09.2015	555	0	2023198	e3492ea0-5997-4241-a7bf-2fd7fb1bfad1	US
kehlani	1W7zkKgRv9mrLbfdQ8XyH3	Gangsta	62	2008579	11	0.439	0.447	10	-8.318	0.0436	0.111	0	0.303	0.111	121.48	177029	4	USAT21602008	0cGUm45nv7Z6M6qdXYQGTX	0	NA	0	539639	3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9	US
lorde	1WC5UN1U79gJlxGLYDGIO7	Green Light	20	5599713	2	0.61	0.712	9	-7.808	0.0776	0.0147	0.0000112	0.0843	0.271	128.921	234662	4	NZUM71700063	163tK9Wjr9P9DmM0AVK7lm	02.03.2017	31	0	2041986	8e494408-8620-4c6a-82c2-c2ca4a1e4f12	NZ
travis scott	1wHZx0LgzFHyeIZkUydNXq	Antidote	14	3215007	68	0.713	0.526	1	-5.046	0.032	0.00767	0.000148	0.124	0.133	131.05	262693	4	USSM11505661	0Y5tJX1MQlPlqiwlOH1tJY	04.09.2015	576	0	852854	e4a51f17-a57b-47b1-b37b-f552d0f8e9e6	US
khalid	1WIfWj5skn5UUZTs4cEFBe	Location	52	2768229	9	0.799	0.436	1	-9.975	0.379	0.283	0.000105	0.0968	0.327	80.028	217566	4	TCACO1662934	6LuN9FCkKOj5PcnpouEgny	26.08.2016	219	0	210148	3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9	US
j. cole	1wIQtB3UQ1TfjNMZZqO6eh	everybody dies	69	2011184	5	0.617	0.686	2	-9.858	0.245	0.3	0.0000136	0.105	0.559	79.252	161827	4	QMJMT1601099	6l3HvQ5sa6mXTsMTB19rO5	06.12.2016	117	0	2637936	875203e1-8e58-4b86-8dcb-7190faf411c5	US
shakira	1WniHvhq9zTkny0WvGXX8o	Chantaje	53	2264769	13	0.859	0.756	8	-3.36	0.0643	0.168	0.0000465	0.163	0.913	102.033	195613	4	USSD11600299	0EmeFodog0BfCgMzAIvKQp	28.10.2016	156	0	3073931	bf24ca37-25f4-4e34-9aec-460b94364cfc	CO
fetty wap	1WoOzgvz6CgH4pX6a1RKGp	My Way (feat. Monty)	16	2568304	33	0.748	0.741	6	-3.103	0.0531	0.00419	0	0.147	0.533	128.077	213053	4	QMCE31500316	6PXS4YHDkKvl1wkIl4V8DL	25.09.2015	555	0	2023198	e3492ea0-5997-4241-a7bf-2fd7fb1bfad1	US
shawn mendes	1WP1r7fuvRqZRnUaTi2I1Q	Stitches	12	3326624	43	0.746	0.754	1	-6.681	0.067	0.0152	0	0.0486	0.762	149.882	206880	4	USUM71500658	7n2wHs1TKAczGzO7Dd2rGr	14.04.2015	719	0	2944949	b7d92248-97e3-4450-8057-6fe06738f735	CA
g-eazy	1WQvmGZIMBmapHL3Garw7e	Everything Will Be OK	109	964535	1	0.567	0.539	0	-11.203	0.169	0.122	0	0.11	0.438	91.205	311373	4	USRC11502880	02kJSzxNuaWGqwubyUba0Z	04.12.2015	485	0	1789331	db48610c-6d8f-4d10-90ca-c4d14bb1a8b1	US
kanye west	1Wsbr1d2BouNGk2q92mIj7	Pt. 2	179	891517	2	0.67	0.724	11	-4.141	0.361	0.577	0	0.789	0.27	145.105	130293	4	USUM71603069	5K4W6rqBFWDnAN6FQUkS6x	15.06.2016	291	0	4422939	164f0d73-1234-4e2c-8743-d77bf2191051	0
diplo	1Wuwsq0BK4Abd7gRitOhXl	Be Right There	104	1297408	7	0.695	0.797	7	-5.199	0.0548	0.00259	0.112	0.664	0.279	124.972	237051	4	USZ4V1500129	5fMUXHkw8R8eOP2RNVYEZX	28.08.2015	583	0	881487	a56bd8f9-8ef8-4d63-89a4-794ed1360dd2	0
a tribe called quest	1WvGWCDuj0dfRpuBuYecXp	Enough!!	190	908250	1	0.676	0.57	2	-7.23	0.0652	0.251	0.000663	0.295	0.226	77.381	200693	4	USSM11609286	09hVIj6vWgoCDtT03h8ZCa	11.11.2016	142	0	508426	9689aa5a-4471-4fb4-9721-07cecda0fa9f	US
alessia cara	1wYZZtamWTQAoj8B812uKQ	Here	9	3644649	28	0.375	0.822	0	-4.029	0.167	0.0716	0	0.0694	0.353	123.363	199453	4	USUM71506251	2wUjUUtkb5lvLKcGKsKqsR	11.03.2016	387	1	1010454	97e69730-3791-423b-9770-287261588854	CA
partynextdoor	1wZqJM5FGDEl3FjHDxDyQd	Come and See Me (feat. Drake)	58	2078731	31	0.717	0.347	11	-10.265	0.0636	0.0511	0.00000243	0.087	0.0593	84.987	235477	4	USWB11600360	2HPaUgqeutzr3jx5a9WyDV	23.03.2016	375	0	619020	f23ef341-33bd-47c1-b83c-846a78581f05	0
rihanna	1XrrzhGLErbkiwH5v3xww9	Higher	177	765597	1	0.292	0.566	10	-4.193	0.0395	0.14	0	0.13	0.368	152.131	120627	3	QM5FT1600121	5pKCCKE2ajJHZ9KAiaK11H	29.01.2016	429	0	9687316	73e5e69d-3554-40d8-8516-00cb38737a1c	0
the neighbourhood	1XTzZyrbu4zVuiwfhTdudE	R.I.P. 2 My Youth	143	641345	1	0.365	0.669	7	-5.635	0.0498	0.00231	0	0.117	0.197	94.669	205133	4	USSM11506390	77SW9BnxLY8rJ0RciFqkHh	21.08.2015	590	0	1138053	97b8d224-5660-419c-8dff-4b3bf0c33983	US
mic lowry	1XUiFMK48Yy4fgds8l9aLH	Oh Lord	90	1465971	3	0.272	0.791	7	-6.656	0.0708	0.0195	0	0.0607	0.402	95.914	214745	4	GBUM71604314	0AJUYWKztkg5dnrHDIBv47	16.09.2016	198	0	22664	2a6600d8-444f-4a2b-a9f4-d3b6fb289678	0
drake	1xznGGDReH1oQq0xzbwXa3	One Dance	1	15874770	42	0.791	0.619	1	-5.886	0.0532	0.00784	0.00423	0.351	0.376	103.989	173987	4	USCM51600028	3TVXtAsR1Inumwj472S9r4	06.05.2016	331	1	9338954	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
gucci mane	1Y0fnTySRu4BypU9lP6yNp	All My Children	188	842927	1	0.802	0.301	0	-9.15	0.0693	0.184	0	0.148	0.0581	125.655	223642	4	USAT21601964	13y7CgLHjMVRMDqxdx0Xdo	24.06.2016	282	0	683018	36494952-f434-45d8-a958-8b4acdbcf8a8	0
sia	1ybJ2itxCxPCPkcA9sOgTO	Satisfied (feat. Miguel & Queen Latifah)	159	1035298	1	0.58	0.544	0	-7.636	0.0697	0.497	0	0.168	0.313	123.984	318391	4	USAT21603219	5WUlDfRSoLAfcVSX1WnrxN	11.11.2016	142	0	3462820	2f548675-008d-4332-876c-108b0c7ab9c5	AU
future	1yCVsVH2hQ72SxNI8QTDaB	The Percocet & Stripper Joint	171	589248	1	0.625	0.667	1	-5.875	0.131	0.754	0.954	0.135	0.0913	80.046	148453	4	USSM11505589	1RyvyyTE3xzB2ZywiAwp0i	17.07.2015	625	0	2423167	48262e82-db9f-4a92-b650-dfef979b73ec	0
hunter hayes	1YDprEDVX5H0WQj9aBiEdA	21	136	662820	3	0.501	0.9	11	-4.366	0.0433	0.0586	0	0.218	0.944	160.096	194480	4	USAT21501449	7H6dkUChT5EoOQtUVMg4cN	21.05.2015	682	0	583361	0c75ddc6-2b5d-4b01-8c99-3d9479a14683	US
zayn	1yjrikPgranwjVMbVDsRcF	BeFoUr	120	965851	1	0.679	0.629	4	-7.981	0.0318	0.242	0.012	0.122	0.188	102.005	208920	4	USRC11600387	5ZsFI1h6hIdQRw2ti0hz81	17.03.2016	381	0	1423958	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
young thug	1yKLa9X63tBfvLojNOw9y8	Harambe	169	986065	1	0.816	0.488	8	-6.223	0.38	0.0479	0	0.156	0.221	132.125	190147	4	USAT21602481	50co4Is1HCEo8bhOyUWKpn	26.08.2016	219	0	1024831	1a9cc1a5-51f1-4deb-91fe-da866f6cc6ce	FR
the vamps	1yNyoWWWikbLhwIGWjZuDW	All Night	49	2449933	17	0.563	0.775	8	-6.433	0.0366	0.00251	0	0.326	0.438	144.945	197793	4	GBUM71605342	7gAppWoH7pcYmphCVTXkzs	14.10.2016	170	0	892794	d8b20d45-4d9e-437b-b5da-fbb27d98f8eb	GB
zendaya	1z15fhSgN6U2k4gqA1Zu4j	Something New	179	740709	2	0.686	0.766	4	-4.829	0.0417	0.0995	0	0.0731	0.342	101.984	212907	4	USHR11636990	6sCbFbEjbYepqswM1vWjjs	03.02.2016	424	0	578029	5b946a83-b395-4016-b67f-c71690f9a866	US
ariana grande	1ZANBLJ4pow8yBrFN9EGFF	Dangerous Woman	13	4527575	1	0.672	0.6	7	-5.392	0.037	0.0551	0	0.353	0.317	134.034	235947	3	USUM71601826	66CXWjxzNUsdJxJ2JdwvnR	20.05.2016	317	0	5782049	f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387	US
demi lovato	1ZBdIk5vyZ1bTpZfCiouU5	Confident	93	960149	4	0.593	0.751	3	-6.205	0.077	0.00177	0.000215	0.137	0.337	129.947	205747	4	USHR11536743	6S2OmqARrzebs0tKUEyXyp	16.10.2015	534	0	3109057	faf4cefb-036c-4c88-b93a-5b03dd0a0e6b	US
a$ap ferg	1Zk5Np0cHPo4WVdQxf2JcC	Strive	188	815159	1	0.834	0.816	11	-6.292	0.132	0.337	0	0.0888	0.831	124.008	170333	4	USRC11600598	5dHt1vcEm9qb8fCyLcB3HL	15.04.2016	352	0	462623	8ab5d936-49d1-415e-92c8-151e0e7dd912	US
logic	1zucHJN4WKHIzSL4FyiJw9	Innermission	157	760678	1	0.728	0.757	8	-4.701	0.221	0.614	0	0.103	0.491	95.126	240053	4	USUM71516265	4xRYI6VqpkE3UwrDrAZL8L	13.11.2015	506	0	941257	713e751f-3ddb-4b77-b3b1-9e6f2e953ad5	US
one direction	1ZWLWVqeEMWMKTlteS0yLH	Love You Goodbye	35	2442792	5	0.546	0.657	1	-4.787	0.0332	0.0928	0	0.119	0.357	133.188	196933	4	GBHMU1500112	4AK6F7OLvEQ5QYCBNiQWHq	10.11.2015	509	0	6272849	1a425bbd-cca4-4b2c-aeb7-71cb176c828a	GB
zayn	1zWMf9bVyhY5W3ZORbjNWt	LIKE I WOULD	17	3623733	15	0.565	0.832	10	-5.732	0.114	0.0247	0	0.26	0.232	112.827	192133	4	USRC11600403	5ZsFI1h6hIdQRw2ti0hz81	11.03.2016	387	0	1423958	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
thomas rhett	1zWZvrk13cL8Sl3VLeG57F	T-Shirt	108	1172645	24	0.647	0.857	2	-5.381	0.0397	0.0318	0	0.0212	0.757	95.996	227693	4	USLXJ1507315	6x2LnllRG5uGarZMsD4iO8	02.10.2015	548	0	403901	bca8bfc0-9d5b-449b-b713-914596f88d56	US
one direction	1ZycJRpLOazlLcoFGxGROO	Walking in the Wind	60	1860179	3	0.687	0.447	8	-6.586	0.0486	0.0829	0	0.0878	0.507	114.578	202640	4	GBHMU1500116	4AK6F7OLvEQ5QYCBNiQWHq	13.11.2015	506	0	6272849	1a425bbd-cca4-4b2c-aeb7-71cb176c828a	GB
frank ocean	1ZyjmRCQy5J11z5gqywVvP	Nikes	81	1718302	4	0.631	0.396	8	-9.646	0.091	0.692	0.000238	0.109	0.13	137.989	314075	4	QZ5C81600001	2h93pZq0e7k5yf4dywlkpM	0	NA	0	1975357	e520459c-dff4-491d-a6e4-c97be35e0044	0
a tribe called quest	203xmWRHAyqwW6AkGkhhVM	The Space Program	91	1464412	1	0.612	0.705	1	-5.898	0.352	0.427	0	0.658	0.521	101.876	341040	4	USSM11609279	09hVIj6vWgoCDtT03h8ZCa	11.11.2016	142	0	508426	9689aa5a-4471-4fb4-9721-07cecda0fa9f	US
migos	204U3zjm9kkzX25Pr4Rdld	Kelly Price (feat. Travis Scott)	21	3448854	7	0.745	0.685	4	-5.7	0.0313	0.53	0	0.176	0.431	121.977	363934	4	QMCE31600882	6oMuImdp5ZcFhWP0ESe6mG	27.01.2017	65	0	1004139	0221734a-35a8-40f7-b5c5-2f61a200bc7c	0
big sean	206uaQyzb8kOiZ7rHw9wCn	Bounce Back	7	6114021	13	0.788	0.516	1	-6.807	0.219	0.1	0	0.129	0.246	81.497	222400	4	USUM71614503	0c173mlxpT3dSFRgMO8XPh	03.02.2017	58	1	1975535	942a9807-9c1a-4a0e-a285-1fde2c5be9d1	0
luke bryan	2070Tp3jRs1nwmikIvrXo4	Home Alone Tonight	172	855386	14	0.497	0.963	8	-1.138	0.106	0.0825	0.00000102	0.0843	0.566	161.942	190800	4	USUM71508384	0BvkDsjIUla7X0k6CSWh1I	07.08.2015	604	0	1506851	aab35942-f176-4f77-bbf9-1d6aa98ccf3f	US
young thug	20dP2DaMHIAmwWAbp7peSr	pick up the phone	31	2936963	26	0.711	0.739	7	-3.804	0.129	0.114	0	0.226	0.417	136.919	252256	4	USSM11604495	50co4Is1HCEo8bhOyUWKpn	03.06.2016	303	0	1024831	1a9cc1a5-51f1-4deb-91fe-da866f6cc6ce	FR
post malone	20ES6jA8bfA7GXEJUb3x1l	Deja Vu	132	1119143	5	0.615	0.702	7	-6.597	0.0476	0.106	0	0.141	0.365	133.883	235160	4	USUM71608604	246dkjvS1zLTtiykXe5h60	09.12.2016	114	0	629608	b1e26560-60e5-4236-bbdb-9aa5a8d5ee19	0
future	20fAoPjfYltmd3K3bO7gbt	Stick Talk	116	729321	2	0.729	0.672	7	-6.749	0.282	0.0265	0	0.244	0.566	159.903	171333	4	USSM11505580	1RyvyyTE3xzB2ZywiAwp0i	17.07.2015	625	0	2423167	48262e82-db9f-4a92-b650-dfef979b73ec	0
selena gomez	20gHW52FjbgfhmxU1HzUWE	Me & The Rhythm	104	899238	1	0.709	0.732	7	-5.92	0.106	0.00254	0.000545	0.0755	0.661	106.001	213427	4	USUM71513591	0C8ZW7ezQVs4URX5aX7Kqx	09.10.2015	541	0	3865305	e4bc69e2-a064-4f93-ada1-f7f209cc1cc3	US
flume	217xrcrbBtgJhvlHicxTSH	Say It (feat. Tove Lo)	107	1223786	5	0.598	0.532	3	-6.833	0.0295	0.0668	0.00000322	0.0617	0.275	74.963	262521	4	AUFF01600799	6nxWCVXbOlEVRexSbLsTer	21.04.2016	346	0	1001835	35fd8d42-b4a6-4414-9827-8766bd0daa3c	AU
2 chainz	22DKsoYFV5npPXmnPpXL7i	Watch Out	61	1383517	30	0.901	0.509	8	-6.777	0.492	0.842	0	0.0531	0.537	129.924	207813	4	USUM71510751	17lzZA2AlOHwCwFALHttmp	23.07.2015	619	0	1139456	dff0d392-4cd5-4052-9fbb-f485df3891e5	US
calvin harris	22mek4IiqubGD9ctzxc69s	How Deep Is Your Love	22	2426550	39	0.738	0.868	11	-4.373	0.0731	0.0389	0.00171	0.388	0.334	122.003	212640	4	GBARL1500704	7CajNmpbOovFoOoasH2HaY	17.07.2015	625	0	5881691	8dd98bdc-80ec-4e93-8509-2f46bafc09a7	GB
michael bublé	23EvkivHtoFgkSK5pckvwq	Cold December Night	172	739712	1	0.517	0.702	3	-6.763	0.0247	0.00722	0	0.0896	0.404	83.873	198267	4	USRE11100711	1GxkXlMwML1oSg5eLPiAz3	14.10.2011	1000	0	1964693	611700cf-27f0-4dc9-ae80-c513a767853e	CA
martin garrix	23L5CiUhw2jV1OIMwthR3S	In the Name of Love	11	4709586	33	0.501	0.519	4	-5.88	0.0409	0.109	0	0.454	0.157	133.99	195707	4	NLM5S1600003	60d24wfXkVzDSfLS6hyCjZ	29.07.2016	247	0	2275880	3e1f2ee4-16be-4406-bf18-6173840cf2b1	NL
drake	23NWj2izXAJ4yL6Nah73wf	Pop Style	5	6020590	4	0.795	0.482	11	-8.995	0.22	0.234	0.00000399	0.104	0.0593	132.985	209453	4	USCM51600032	3TVXtAsR1Inumwj472S9r4	12.04.2016	355	1	9338954	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
little big town	23TxRN09aR1RB0G0tFoT0b	Better Man	181	1229385	1	0.514	0.837	5	-3.598	0.0387	0.123	0	0.0879	0.529	143.893	263120	4	USUG11600966	3CygdxquGHurS7f9LjNLkv	20.10.2016	164	0	344460	76e78b58-f301-4975-8058-7f84d8360738	US
justin bieber	23UV8pJEvRnAZd6ZAXBC0H	No Pressure	11	3740826	1	0.649	0.611	1	-6.865	0.22	0.115	0	0.293	0.523	148.952	286853	3	USUM71516763	1uNFoZAHBGtllmzznpCI3s	13.11.2015	506	0	8714049	e0140a67-e4d1-4f13-8a01-364355bee46e	CA
khalid	248OFOZef6ShXv6DGgbnxU	Saved	137	1550008	2	0.739	0.448	10	-10.28	0.138	0.189	0	0.118	0.55	81.044	206533	4	USRC11602481	6LuN9FCkKOj5PcnpouEgny	13.01.2017	79	0	210148	3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9	US
bankroll fresh	252gJUec2oDsGBPcxZs4nX	Walked In	186	721155	1	0.969	0.491	2	-9.859	0.233	0.0361	0	0.118	0.774	126.048	198095	4	USUYG1075404	7FBDXY8U17aasVTH3rgxbS	10.07.2015	632	0	71175	73b8e2c9-967b-45a5-8894-fa2298a191ec	US
the weeknd	25khomWgBVamSdKw7hzm3l	The Hills	2	7662493	81	0.356	0.567	0	-7.011	0.0798	0.0861	0	0.137	0.116	135.553	242253	5	USUG11500737	1Xyo4u8uXC1ZmMpatF05PJ	28.08.2015	583	1	5418916	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
kream	26hcyzSE154xMZCbFdtInA	Taped Up Heart (feat. Clara Mae)	96	1433708	14	0.675	0.937	0	-3.525	0.0509	0.152	0	0.154	0.57	103.961	218507	4	USAT21602970	0DdDnziut7wOo6cAYWVZC5	14.10.2016	170	0	8513	753d2255-a1d6-4089-ba99-9a8d52295a9c	NO
g-eazy	26jrY21NkSefFPxpndtu4z	Of All Things	93	1112923	2	0.74	0.483	9	-10.664	0.331	0.213	0	0.197	0.574	96.976	213560	4	USRC11502864	02kJSzxNuaWGqwubyUba0Z	04.12.2015	485	0	1789331	db48610c-6d8f-4d10-90ca-c4d14bb1a8b1	US
zayn	26PFSyfXPYz6NcWbtM5Cst	lUcOzAdE	179	799879	1	0.822	0.534	7	-8.234	0.0487	0.0792	0	0.126	0.529	100.008	252640	4	USRC11600397	5ZsFI1h6hIdQRw2ti0hz81	25.03.2016	373	0	1423958	985f7e6f-0a7e-4de7-b9ec-a5dac63cb2f7	GB
flo rida	26rdOwwjC2UnweK3xeS58u	GDFR (feat. Sage The Gemini & Lookas)	35	1663770	22	0.657	0.827	5	-4.036	0.0734	0.000704	0.00534	0.065	0.698	145.889	190186	4	USAT21404117	0jnsk9HBra6NMjO2oANoPY	29.09.2014	916	0	4213019	4593d49a-7f67-46ba-9ec0-126bd676286f	US
desiigner	275a9yzwGB6ncAW4SxY7q3	Panda	1	9789025	16	0.72	0.748	10	-5.522	0.393	0.0235	0	0.369	0.245	145.22	247867	4	USUM71601094	7pFeBzX627ff0VnN6bxPR4	01.03.2016	397	1	543577	05b75ee5-98cd-430e-b1ec-ec0f61fdabda	US
the weeknd	27BgDmciSjoxTG0almHTpZ	Love To Lay	26	3739993	4	0.71	0.805	7	-5.045	0.0546	0.0475	0	0.16	0.721	116.985	223293	4	USUG11601005	1Xyo4u8uXC1ZmMpatF05PJ	25.11.2016	128	0	5418916	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
drake	27GmP9AWRs744SzKcpJsTZ	Jumpman	3	5717689	77	0.853	0.547	1	-7.535	0.194	0.0565	0	0.341	0.677	142.065	205879	4	USCM51500300	3TVXtAsR1Inumwj472S9r4	25.09.2015	555	1	9338964	9fff2f8a-21e6-47de-a2b8-7f449929d43f	CA
kent jones	27PmvZoffODNFW2p7ehZTQ	Don't Mind	8	5647274	28	0.464	0.771	8	-4.503	0.336	0.0235	0	0.063	0.678	158.777	198237	4	USSM11603011	3jHBxvZ9gbBkZ17wKUqVsO	25.04.2016	342	1	78528	53f2833a-4986-46f5-8b73-28d22f275228	0
sia	27SdWb2rFzO6GWiYDBTD9j	Cheap Thrills	11	5106989	52	0.628	0.698	6	-5.608	0.105	0.0472	0.00143	0.0907	0.73	89.976	211667	4	USRC11502935	5WUlDfRSoLAfcVSX1WnrxN	17.12.2015	472	0	3462820	2f548675-008d-4332-876c-108b0c7ab9c5	AU
david guetta	285HeuLxsngjFn4GGegGNm	Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)	24	2077911	16	0.596	0.73	9	-4.091	0.151	0.24	0	0.325	0.543	85.979	192560	4	GB28K1400058	1Cs0zKBU1kc0i8ypK3B9ai	21.11.2014	863	0	8429623	302bd7b9-d012-4360-897a-93b00c855680	FR
daya	28kwfhqP0K1f6ll0lpHg45	Words	98	1370722	6	0.751	0.78	7	-4.886	0.0603	0.178	0	0.0801	0.569	125.013	212923	4	QM3EH1500028	6Dd3NScHWwnW6obMFbl1BH	07.10.2016	177	0	293201	9e8a4e92-1598-47d9-80f7-646802abce76	US
the weeknd	28YLWwEB6xnJQYN7e062rH	Tell Your Friends	15	2810003	14	0.584	0.455	1	-11.066	0.0488	0.246	0	0.181	0.306	74.634	334333	4	USUG11500917	1Xyo4u8uXC1ZmMpatF05PJ	28.08.2015	583	0	5418919	c8b03190-306c-4120-bb0b-6f2ebfc06ea9	CA
vince guaraldi trio	299lFlaAsNQdgbIZNPmIA0	Christmas Time Is Here - Vocal	128	1327544	4	0.326	0.139	5	-19.668	0.0381	0.978	0.00000365	0.102	0.11	120.384	166387	5	USC4R1201098	4ytkhMSAnrDP8XzRNlw9FS	12.11.2012	1000	0	42782	744b52c8-509b-4451-abfd-a17d18d4bd1d	US
demi lovato	29iiePSWqijslJ0rAas3kB	Stone Cold	179	626574	1	0.481	0.462	8	-7.563	0.0527	0.477	0	0.0966	0.361	139.532	191308	3	USHR11536744	6S2OmqARrzebs0tKUEyXyp	16.10.2015	534	0	3109057	faf4cefb-036c-4c88-b93a-5b03dd0a0e6b	US
dnce	2Aa1wE8ofs2tu59TOQrZKW	Cake By The Ocean	26	3316285	18	0.774	0.765	4	-5.503	0.0517	0.156	0	0.0523	0.905	119.018	218440	4	USUM71514637	6T5tfhQCknKG4UnH90qGnz	19.10.2016	165	0	566294	b02dc689-7859-461d-b70e-9fe1f64fddce	US
future	2ACys0pX0SjmpQmQWzp7wt	Jersey	53	1570769	13	0.756	0.544	0	-10.746	0.269	0.495	0.000419	0.0942	0.307	146.033	188703	4	USCM51500301	1RyvyyTE3xzB2ZywiAwp0i	25.09.2015	555	0	2423167	48262e82-db9f-4a92-b650-dfef979b73ec	0
nause	2Ae5awwKvQpTBKQHr1TYCg	Dynamite (feat. Pretty Sister)	82	1550740	12	0.811	0.801	9	-6	0.0802	0.0548	0.0000209	0.0742	0.723	105.055	195429	4	SE5HU1600101	4PVn1b2WnnXdq80C7uaZLZ	26.08.2016	219	0	180724	d43c0ca4-6abf-4ce3-995b-03546cf31cd6	SE
dnce	2aFiaMXmWsM3Vj72F9ksBl	Cake By The Ocean	143	1196927	2	0.774	0.764	4	-5.445	0.0518	0.156	0	0.0383	0.909	118.997	219147	4	USUM71514637	6T5tfhQCknKG4UnH90qGnz	19.10.2016	165	0	566294	b02dc689-7859-461d-b70e-9fe1f64fddce	US
