week,region,streams
2017-12-17,cz,5146877
2017-12-17,de,142998170
2017-12-17,dk,32763353
2017-12-17,do,3496630
2017-12-17,ec,7297350
2017-12-17,ee,701088
2017-12-17,es,72281875
2017-12-17,fi,24269862
2017-12-17,fr,66862157
2017-12-17,gb,162337716
2017-12-17,global,1570842678
2017-12-17,gr,1512079
2017-12-17,gt,3919827
2017-12-17,hk,5459691
2017-12-17,hn,1552336
2017-12-17,hu,4456004
2017-12-17,id,30697379
2017-12-17,ie,14918366
2017-12-17,is,2706341
2017-12-17,it,59010558
2017-12-17,jp,9370739
2017-12-17,lt,726989
2017-12-17,lv,1088243
2017-12-17,mx,131700048
2017-12-17,my,13038296
2017-12-17,nl,69977051
2017-12-17,no,42332236
2017-12-17,nz,18361505
2017-12-17,pa,3107822
2017-12-17,pe,24312839
2017-12-17,ph,63202686
2017-12-17,pl,22362258
2017-12-17,pt,8513248
2017-12-17,py,4392927
2017-12-17,se,77632442
2017-12-17,sg,14056507
2017-12-17,sk,1509031
2017-12-17,sv,1770211
2017-12-17,th,3681712
2017-12-17,tr,22462209
2017-12-17,tw,8849521
2017-12-17,us,536065257
2017-12-17,uy,4276289
2017-12-24,ar,73856813
2017-12-24,at,8600238
2017-12-24,au,82037764
2017-12-24,be,12661470
2017-12-24,bo,2261231
2017-12-24,br,183422681
2017-12-24,ca,65053286
2017-12-24,ch,11199299
2017-12-24,cl,52919998
2017-12-24,co,16265092
2017-12-24,cr,7063715
2017-12-24,cz,4234769
2017-12-24,de,150135711
2017-12-24,dk,27892266
2017-12-24,do,3420562
2017-12-24,ec,7404354
2017-12-24,ee,201254
2017-12-24,es,72634665
2017-12-24,fi,21583045
2017-12-24,fr,66687833
2017-12-24,gb,161837080
2017-12-24,global,1517522759
2017-12-24,gr,1334802
2017-12-24,gt,3856885
2017-12-24,hk,5469316
2017-12-24,hn,1699264
2017-12-24,hu,3953764
2017-12-24,id,27790009
2017-12-24,ie,13695004
2017-12-24,is,1601723
2017-12-24,it,54650368
2017-12-24,jp,9593503
2017-12-24,lt,333456
2017-12-24,lu,155686
2017-12-24,lv,895721
2017-12-24,mx,126342528
2017-12-24,my,12472837
2017-12-24,nl,65168270
2017-12-24,no,31763311
2017-12-24,nz,19095508
2017-12-24,pa,3163763
2017-12-24,pe,23967861
2017-12-24,ph,61468776
2017-12-24,pl,18957406
2017-12-24,pt,7968184
2017-12-24,py,4727143
2017-12-24,se,63800716
2017-12-24,sg,13681452
2017-12-24,sk,1193465
2017-12-24,sv,1727136
2017-12-24,th,3757160
2017-12-24,tr,23451708
2017-12-24,tw,9240098
2017-12-24,us,503188135
2017-12-24,uy,4769882
2017-12-31,ar,70256033
2017-12-31,at,7094323
2017-12-31,au,70472302
2017-12-31,be,10972036
2017-12-31,bo,2286116
2017-12-31,br,176439479
2017-12-31,ca,58024615
2017-12-31,ch,9666596
2017-12-31,cl,53052723
2017-12-31,co,15735298
2017-12-31,cr,7038478
2017-12-31,cz,4171512
2017-12-31,de,124464626
2017-12-31,dk,26812224
2017-12-31,do,3283814
2017-12-31,ec,7186851
2017-12-31,ee,163324
2017-12-31,es,70446098
2017-12-31,fi,21289823
2017-12-31,fr,65761847
2017-12-31,gb,125131830
2017-12-31,global,1439509699
2017-12-31,gr,1173907
2017-12-31,gt,3904756
2017-12-31,hk,5674399
2017-12-31,hn,1618972
2017-12-31,hu,3300907
2017-12-31,id,28780279
2017-12-31,ie,11802227
2017-12-31,is,1172404
2017-12-31,it,53254400
2017-12-31,jp,8436210
2017-12-31,lt,390431
2017-12-31,lv,604106
2017-12-31,mx,126843124
2017-12-31,my,13144368
2017-12-31,nl,57651628
2017-12-31,no,31340101
2017-12-31,nz,15461541
2017-12-31,pa,3172471
2017-12-31,pe,24352149
2017-12-31,ph,64044987
2017-12-31,pl,18571263
2017-12-31,pt,8317911
2017-12-31,py,4641933
2017-12-31,se,56793029
2017-12-31,sg,14456021
2017-12-31,sk,1111965
2017-12-31,sv,1823873
2017-12-31,th,3743702
2017-12-31,tr,23355224
2017-12-31,tw,8907864
2017-12-31,us,473840814
2017-12-31,uy,4694341
2018-01-07,ar,67243466
2018-01-07,at,6870002
2018-01-07,au,71056161
2018-01-07,be,9927907
2018-01-07,bo,2252249
2018-01-07,br,165830202
2018-01-07,ca,61623985
2018-01-07,ch,9757774
2018-01-07,cl,53018171
2018-01-07,co,15927996
2018-01-07,cr,7187364
2018-01-07,cz,4392350
2018-01-07,de,114149110
2018-01-07,dk,24919396
2018-01-07,do,3275331
2018-01-07,ec,7267000
2018-01-07,ee,396694
2018-01-07,es,70510687
2018-01-07,fi,20244280
2018-01-07,fr,64871617
2018-01-07,gb,129795433
2018-01-07,global,1485938329
2018-01-07,gr,1316528
2018-01-07,gt,4012251
2018-01-07,hk,5968238
2018-01-07,hn,1658036
2018-01-07,hu,3307975
2018-01-07,id,30954535
2018-01-07,ie,12022592
2018-01-07,is,1346261
2018-01-07,it,60644673
2018-01-07,jp,9750372
2018-01-07,lt,440098
2018-01-07,lv,743883
2018-01-07,mx,135819698
2018-01-07,my,13872934
2018-01-07,nl,64865556
2018-01-07,no,33034624
2018-01-07,nz,16702166
2018-01-07,pa,3214210
2018-01-07,pe,25339684
2018-01-07,ph,63860682
2018-01-07,pl,17826327
2018-01-07,pt,9110360
2018-01-07,py,4759100
2018-01-07,se,50831657
2018-01-07,sg,15898464
2018-01-07,sk,1220735
2018-01-07,sv,1841390
2018-01-07,th,3881581
2018-01-07,tr,22980359
2018-01-07,tw,8093356
2018-01-07,us,506260287
2018-01-07,uy,4550591
2018-01-14,ar,67976192
2018-01-14,at,6991513
2018-01-14,au,71288214
2018-01-14,be,10185498
2018-01-14,bo,2436799
2018-01-14,br,170376038
2018-01-14,ca,63987666
2018-01-14,ch,9953172
2018-01-14,cl,52714505
2018-01-14,co,16779526
2018-01-14,cr,7194128
2018-01-14,cz,4423256
2018-01-14,de,115248866
2018-01-14,dk,25331823
2018-01-14,do,3411899
2018-01-14,ec,7260777
2018-01-14,ee,312333
2018-01-14,es,75810121
2018-01-14,fi,20369132
2018-01-14,fr,64681860
2018-01-14,gb,133874823
2018-01-14,global,1495145120
2018-01-14,gr,1342258
2018-01-14,gt,4090467
2018-01-14,hk,6085449
2018-01-14,hn,1656653
2018-01-14,hu,3289339
2018-01-14,id,31335508
2018-01-14,ie,12804115
2018-01-14,is,1325984
2018-01-14,it,71019413
2018-01-14,jp,10322836
2018-01-14,lt,442769
2018-01-14,lv,761307
2018-01-14,mx,136447697
2018-01-14,my,13576405
2018-01-14,nl,67327996
2018-01-14,no,33725382
2018-01-14,nz,16599362
2018-01-14,pa,3253820
2018-01-14,pe,25030496
2018-01-14,ph,63751642
2018-01-14,pl,17612202
2018-01-14,pt,9165787
2018-01-14,py,4704928
2018-01-14,se,52079009
2018-01-14,sg,16550283
2018-01-14,sk,1234565
2018-01-14,sv,1856793
2018-01-14,th,3934780
2018-01-14,tr,22352297
2018-01-14,tw,9205667
2018-01-14,us,498287693
2018-01-14,uy,4518692
2018-01-21,ar,67290985
2018-01-21,at,6981959
2018-01-21,au,72180229
2018-01-21,be,10610860
2018-01-21,bo,2409337
2018-01-21,br,162881711
2018-01-21,ca,68235326
2018-01-21,ch,10169731
2018-01-21,cl,53533687
2018-01-21,co,17379864
2018-01-21,cr,7369365
2018-01-21,cz,4323396
2018-01-21,de,117064386
2018-01-21,dk,24820363
2018-01-21,do,3448253
2018-01-21,ec,7293990
2018-01-21,ee,255268
2018-01-21,es,74393980
2018-01-21,fi,19902535
2018-01-21,fr,64822142
2018-01-21,gb,139063367
2018-01-21,global,1550577526
2018-01-21,gr,1397089
2018-01-21,gt,4452387
2018-01-21,hk,5928391
2018-01-21,hn,1848797
2018-01-21,hu,3326275
2018-01-21,id,30343335
2018-01-21,ie,12888797
2018-01-21,is,1426439
2018-01-21,it,87916511
2018-01-21,jp,10233788
2018-01-21,lt,86516
2018-01-21,lv,729060
2018-01-21,mx,139271931
2018-01-21,my,13024384
2018-01-21,nl,69147115
2018-01-21,no,33548966
2018-01-21,nz,16673371
2018-01-21,pa,3165103
2018-01-21,pe,25158849
2018-01-21,ph,64705022
2018-01-21,pl,17429884
2018-01-21,pt,8802745
2018-01-21,py,4865066
2018-01-21,se,52314970
2018-01-21,sg,16407426
2018-01-21,sk,1174081
2018-01-21,sv,2049589
2018-01-21,th,4030619
2018-01-21,tr,20513908
2018-01-21,tw,8732613
2018-01-21,us,555825595
2018-01-21,uy,4373710
2018-01-28,ar,69606820
2018-01-28,at,7000187
2018-01-28,au,74388140
2018-01-28,be,10479322
2018-01-28,bo,2398773
2018-01-28,br,159640002
2018-01-28,ca,65799308
2018-01-28,ch,10060571
2018-01-28,cl,54116072
2018-01-28,co,17731307
2018-01-28,cr,7181516
2018-01-28,cz,4407243
2018-01-28,de,115115557
2018-01-28,dk,24589481
2018-01-28,do,3348810
2018-01-28,ec,7322918
2018-01-28,ee,415110
2018-01-28,es,78219562
2018-01-28,fi,19698521
2018-01-28,fr,68128373
2018-01-28,gb,137124188
2018-01-28,global,1534951803
2018-01-28,gr,1448461
2018-01-28,gt,4540613
2018-01-28,hk,5585994
2018-01-28,hn,1939472
2018-01-28,hu,3294074
2018-01-28,id,30526898
2018-01-28,ie,12685908
2018-01-28,is,1477952
2018-01-28,it,85747250
2018-01-28,jp,10281718
2018-01-28,lt,184384
2018-01-28,lv,707798
2018-01-28,mx,137457990
2018-01-28,my,12344489
2018-01-28,nl,67033357
2018-01-28,no,33411920
2018-01-28,nz,16250159
2018-01-28,pa,3214979
2018-01-28,pe,25066400
2018-01-28,ph,65321464
2018-01-28,pl,17621818
2018-01-28,pt,8577356
2018-01-28,py,4960396
2018-01-28,se,50642379
2018-01-28,sg,16127428
2018-01-28,sk,1126271
2018-01-28,sv,2102164
2018-01-28,th,4226284
2018-01-28,tr,20568241
2018-01-28,tw,8291882
2018-01-28,us,555711258
2018-01-28,uy,4484411
2018-02-04,ar,68070583
2018-02-04,at,6878098
2018-02-04,au,75725895
2018-02-04,be,10287999
2018-02-04,bo,2551515
2018-02-04,br,165673398
2018-02-04,ca,64777501
2018-02-04,ch,9837015
2018-02-04,cl,55003772
2018-02-04,co,17968459
2018-02-04,cr,7083255
2018-02-04,cz,4228426
2018-02-04,de,112750578
2018-02-04,dk,24593531
2018-02-04,do,3388088
2018-02-04,ec,7515906
2018-02-04,ee,344583
2018-02-04,es,76681730
2018-02-04,fi,20244145
2018-02-04,fr,67472808
2018-02-04,gb,137873780
2018-02-04,global,1518658703
2018-02-04,gr,1304271
2018-02-04,gt,4611320
2018-02-04,hk,5644115
2018-02-04,hn,1922532
2018-02-04,hu,3253623
2018-02-04,id,31094798
2018-02-04,ie,12824016
2018-02-04,is,1473980
2018-02-04,it,85118681
2018-02-04,jp,10385066
2018-02-04,lt,190227
2018-02-04,lv,725410
2018-02-04,mx,138710292
2018-02-04,my,12487329
2018-02-04,nl,66345617
2018-02-04,no,33127536
2018-02-04,nz,16039886
2018-02-04,pa,3290898
2018-02-04,pe,25699786
2018-02-04,ph,67464740
2018-02-04,pl,17375245
2018-02-04,pt,8206676
2018-02-04,py,5272313
2018-02-04,se,50723636
2018-02-04,sg,15883650
2018-02-04,sk,1043553
2018-02-04,sv,2122517
2018-02-04,th,4262687
2018-02-04,tr,21345541
2018-02-04,tw,8112455
2018-02-04,us,538192803
2018-02-04,uy,4419780
2018-02-11,ar,64804151
2018-02-11,at,6928693
2018-02-11,au,76392141
2018-02-11,be,10845963
2018-02-11,bo,2383678
2018-02-11,br,155443267
2018-02-11,ca,66748471
2018-02-11,ch,9579001
2018-02-11,cl,54860161
2018-02-11,co,17960423
2018-02-11,cr,7565593
2018-02-11,cz,4278742
2018-02-11,de,109995845
2018-02-11,dk,23767562
2018-02-11,do,3323817
2018-02-11,ec,7311168
2018-02-11,ee,175972
2018-02-11,es,78961321
2018-02-11,fi,19680301
2018-02-11,fr,65474009
2018-02-11,gb,139985527
2018-02-11,global,1521757811
2018-02-11,gr,1233876
2018-02-11,gt,4698499
2018-02-11,hk,5276237
2018-02-11,hn,1955289
2018-02-11,hu,3296388
2018-02-11,id,30281907
2018-02-11,ie,13563661
2018-02-11,is,1414865
2018-02-11,it,84366459
2018-02-11,jp,10351980
2018-02-11,lv,732542
2018-02-11,mx,143221395
2018-02-11,my,12068182
2018-02-11,nl,62200465
2018-02-11,no,33107776
2018-02-11,nz,16554254
2018-02-11,pa,2666577
2018-02-11,pe,25329767
2018-02-11,ph,67472461
2018-02-11,pl,17520877
2018-02-11,pt,8058150
2018-02-11,py,4938086
2018-02-11,se,51877673
2018-02-11,sg,14401911
2018-02-11,sk,985762
2018-02-11,sv,2158314
2018-02-11,th,4196130
2018-02-11,tr,22055323
2018-02-11,tw,7612272
2018-02-11,us,550783714
2018-02-11,uy,4189022
2018-02-18,ar,66335708
2018-02-18,at,7312801
2018-02-18,au,77659161
2018-02-18,be,10696196
2018-02-18,bo,2758501
2018-02-18,br,158897519
2018-02-18,ca,65982658
2018-02-18,ch,9912881
2018-02-18,cl,53245358
2018-02-18,co,18667332
2018-02-18,cr,8041958
2018-02-18,cz,4327601
2018-02-18,de,112903758
2018-02-18,dk,24707398
2018-02-18,do,3405857
2018-02-18,ec,7392662
2018-02-18,ee,94877
2018-02-18,es,80474095
2018-02-18,fi,20139332
2018-02-18,fr,67319535
2018-02-18,gb,140264586
2018-02-18,global,1553172341
2018-02-18,gr,1230377
2018-02-18,gt,5036371
2018-02-18,hk,5284894
2018-02-18,hn,2110975
2018-02-18,hu,3381068
2018-02-18,id,31588683
2018-02-18,ie,12966377
2018-02-18,is,1479874
2018-02-18,it,79842826
2018-02-18,jp,10866318
2018-02-18,lt,98070
2018-02-18,lv,709548
2018-02-18,mx,150591371
2018-02-18,my,12596372
2018-02-18,ni,90436
2018-02-18,nl,70019422
2018-02-18,no,32639483
2018-02-18,nz,16754596
2018-02-18,pa,2943944
2018-02-18,pe,25514330
2018-02-18,ph,68715346
2018-02-18,pl,17749511
2018-02-18,pt,8469796
2018-02-18,py,5120583
2018-02-18,se,51313490
2018-02-18,sg,15314886
2018-02-18,sk,1110323
2018-02-18,sv,2321196
2018-02-18,th,4548673
2018-02-18,tr,23034611
2018-02-18,tw,7947469
2018-02-18,us,549070265
2018-02-18,uy,4233809
2018-02-25,ar,66215851
2018-02-25,at,7376682
2018-02-25,au,79742279
2018-02-25,be,10872039
2018-02-25,bo,2849643
2018-02-25,br,169340464
2018-02-25,ca,70738134
2018-02-25,ch,10115826
2018-02-25,cl,55017171
2018-02-25,co,19648099
2018-02-25,cr,8017216
2018-02-25,cz,4414703
2018-02-25,de,114541702
2018-02-25,dk,25200377
2018-02-25,do,3372209
2018-02-25,ec,7436989
2018-02-25,ee,87881
2018-02-25,es,79737328
2018-02-25,fi,21040265
2018-02-25,fr,68170275
2018-02-25,gb,131549389
2018-02-25,global,1571599934
2018-02-25,gr,1257758
2018-02-25,gt,4971142
2018-02-25,hk,5823749
2018-02-25,hn,2139581
2018-02-25,hu,3333318
2018-02-25,id,32279370
2018-02-25,ie,11494597
2018-02-25,is,1566011
2018-02-25,it,79541853
2018-02-25,jp,11098339
2018-02-25,lt,88336
2018-02-25,lv,711998
2018-02-25,mx,151569078
2018-02-25,my,13076111
2018-02-25,ni,94218
2018-02-25,nl,66923070
2018-02-25,no,33118413
2018-02-25,nz,17091569
2018-02-25,pa,3014456
2018-02-25,pe,25844352
2018-02-25,ph,68649384
2018-02-25,pl,17979545
2018-02-25,pt,8422699
2018-02-25,py,5165836
2018-02-25,se,58164053
2018-02-25,sg,15645197
2018-02-25,sk,1073649
2018-02-25,sv,2242176
2018-02-25,th,4410390
2018-02-25,tr,23067678
2018-02-25,tw,8659902
2018-02-25,us,571738300
2018-02-25,uy,4301815
2018-03-04,ar,61303570
2018-03-04,at,7311333
2018-03-04,au,78430167
2018-03-04,be,10963856
2018-03-04,bo,2680839
2018-03-04,br,159757337
2018-03-04,ca,69132846
2018-03-04,ch,10345635
2018-03-04,cl,51448816
2018-03-04,co,19542235
2018-03-04,cr,7644453
2018-03-04,cz,4582985
2018-03-04,de,117133104
2018-03-04,dk,26244150
2018-03-04,do,3293675
2018-03-04,ec,7378008
2018-03-04,ee,85780
2018-03-04,es,78318145
2018-03-04,fi,20911078
2018-03-04,fr,66378851
2018-03-04,gb,136971554
2018-03-04,global,1553738166
2018-03-04,gr,1208227
2018-03-04,gt,4598268
2018-03-04,hk,5683385
2018-03-04,hn,1914820
2018-03-04,hu,3379294
2018-03-04,id,30265023
2018-03-04,ie,12623781
2018-03-04,is,1519908
2018-03-04,it,74603280
2018-03-04,jp,10956589
2018-03-04,lv,723850
2018-03-04,mx,147088160
2018-03-04,my,12518243
2018-03-04,nl,71400483
2018-03-04,no,32813505
2018-03-04,nz,16889899
2018-03-04,pa,2888147
2018-03-04,pe,24884801
2018-03-04,ph,66212454
2018-03-04,pl,17900594
2018-03-04,pt,8425720
2018-03-04,py,4090378
2018-03-04,se,60596534
2018-03-04,sg,14929562
2018-03-04,sk,1119034
2018-03-04,sv,1926702
2018-03-04,th,4228348
2018-03-04,tr,23965345
2018-03-04,tw,8682294
2018-03-04,us,567898847
2018-03-04,uy,4031978
2018-03-11,ar,57970423
2018-03-11,at,7219855
2018-03-11,au,77527286
2018-03-11,be,11036073
2018-03-11,bo,2508388
2018-03-11,br,157840580
2018-03-11,ca,67937262
2018-03-11,ch,10539406
2018-03-11,cl,50450363
2018-03-11,co,18958964
2018-03-11,cr,7539081
2018-03-11,cz,4575364
2018-03-11,de,115697877
2018-03-11,dk,25990116
2018-03-11,do,3158848
2018-03-11,ec,7333197
2018-03-11,ee,105869
2018-03-11,es,77425065
2018-03-11,fi,21125709
2018-03-11,fr,67970294
2018-03-11,gb,134772374
2018-03-11,global,1532714119
2018-03-11,gr,1212784
2018-03-11,gt,4505566
2018-03-11,hk,5626676
2018-03-11,hn,1809286
2018-03-11,hu,3322527
2018-03-11,id,26789836
2018-03-11,ie,12478908
2018-03-11,il,672643
2018-03-11,is,1444768
2018-03-11,it,68148885
2018-03-11,jp,11055439
2018-03-11,lt,347834
2018-03-11,lv,720256
2018-03-11,mx,147584247
2018-03-11,my,12260357
2018-03-11,nl,68401676
2018-03-11,no,33183591
2018-03-11,nz,16525724
2018-03-11,pa,2795603
2018-03-11,pe,24231302
2018-03-11,ph,65303843
2018-03-11,pl,18780693
2018-03-11,pt,7877933
2018-03-11,py,3468692
2018-03-11,ro,765182
2018-03-11,se,60861182
2018-03-11,sg,15123424
2018-03-11,sk,1086758
2018-03-11,sv,1904741
2018-03-11,th,4294695
2018-03-11,tr,23506744
2018-03-11,tw,8756318
2018-03-11,us,567796622
2018-03-11,uy,3862185
2018-03-11,vn,2465879
2018-03-18,ar,60462543
2018-03-18,at,7351333
2018-03-18,au,76135767
2018-03-18,be,11517288
2018-03-18,bo,2599961
2018-03-18,br,158905800
2018-03-18,ca,69566200
2018-03-18,ch,11184226
2018-03-18,cl,52291739
2018-03-18,co,18648502
2018-03-18,cr,7421172
2018-03-18,cz,4669439
2018-03-18,de,119325514
2018-03-18,dk,26322068
2018-03-18,do,3242924
2018-03-18,ec,7401513
2018-03-18,ee,174677
2018-03-18,es,79354922
2018-03-18,fi,21369640
2018-03-18,fr,70799602
2018-03-18,gb,136746817
2018-03-18,global,1547403019
2018-03-18,gr,1234969
2018-03-18,gt,4488186
2018-03-18,hk,5820932
2018-03-18,hn,1862700
2018-03-18,hu,3434823
2018-03-18,id,26601419
2018-03-18,ie,12671561
2018-03-18,il,1479812
2018-03-18,is,1517203
2018-03-18,it,69971246
2018-03-18,jp,11311651
2018-03-18,lt,87205
2018-03-18,lv,622786
2018-03-18,mx,146665456
2018-03-18,my,12777486
2018-03-18,nl,72205670
2018-03-18,no,33976170
2018-03-18,nz,16836429
2018-03-18,pa,2684987
2018-03-18,pe,24749474
2018-03-18,ph,65162040
2018-03-18,pl,20288601
2018-03-18,pt,7527711
2018-03-18,py,3781534
2018-03-18,ro,1183595
2018-03-18,se,56762085
2018-03-18,sg,14786767
2018-03-18,sk,1116191
2018-03-18,sv,2031548
2018-03-18,th,4521071
2018-03-18,tr,23062117
2018-03-18,tw,8966128
2018-03-18,us,564649049
2018-03-18,uy,4060608
2018-03-18,vn,3271928
2018-03-25,ar,61578226
2018-03-25,at,7338904
2018-03-25,au,73309939
2018-03-25,be,11260712
2018-03-25,bo,2344316
2018-03-25,br,162356477
2018-03-25,ca,69860141
2018-03-25,ch,11214266
2018-03-25,cl,51671205
2018-03-25,co,16967196
2018-03-25,cr,6877752
2018-03-25,cz,4549303
2018-03-25,de,122474549
2018-03-25,dk,24307642
2018-03-25,do,3344799
2018-03-25,ec,7133597
2018-03-25,ee,158456
2018-03-25,es,77668303
2018-03-25,fi,21240983
2018-03-25,fr,74879123
2018-03-25,gb,138698182
2018-03-25,global,1537926567
2018-03-25,gr,1205513
2018-03-25,gt,4079610
2018-03-25,hk,5735366
2018-03-25,hn,1841541
2018-03-25,hu,3391114
2018-03-25,id,25882855
2018-03-25,ie,13686160
2018-03-25,il,1490902
2018-03-25,is,1286493
2018-03-25,it,72917439
2018-03-25,jp,12008625
2018-03-25,lt,98329
2018-03-25,lv,676948
2018-03-25,mx,141318266
2018-03-25,my,12570366
2018-03-25,nl,76422631
2018-03-25,no,30352521
2018-03-25,nz,16987778
2018-03-25,pa,2629486
2018-03-25,pe,24037065
2018-03-25,ph,60787940
2018-03-25,pl,20893854
2018-03-25,pt,7512290
2018-03-25,py,3399204
2018-03-25,ro,1128478
2018-03-25,se,55578497
2018-03-25,sg,14443957
2018-03-25,sk,1087386
2018-03-25,sv,1933256
2018-03-25,th,4771368
2018-03-25,tr,23210334
2018-03-25,tw,9208513
2018-03-25,us,560855048
2018-03-25,uy,3912026
2018-03-25,vn,2642795
2018-04-01,ar,57104140
2018-04-01,at,7210715
2018-04-01,au,71026688
2018-04-01,be,11003046
2018-04-01,bo,2491602
2018-04-01,br,160160750
2018-04-01,ca,70704494
2018-04-01,ch,11205697
2018-04-01,cl,50883948
2018-04-01,co,17527326
2018-04-01,cr,7030503
2018-04-01,cz,4361946
2018-04-01,de,121271974
2018-04-01,dk,24421778
2018-04-01,do,3134639
2018-04-01,ec,6939681
2018-04-01,ee,87773
2018-04-01,es,78805898
2018-04-01,fi,20045814
2018-04-01,fr,75862811
2018-04-01,gb,133841924
2018-04-01,global,1539441160
2018-04-01,gr,1248484
2018-04-01,gt,4158106
2018-04-01,hk,5258307
2018-04-01,hn,1723718
2018-04-01,hu,3175912
2018-04-01,id,26756065
2018-04-01,ie,13014474
2018-04-01,il,1471245
2018-04-01,is,1388276
2018-04-01,it,69036916
2018-04-01,jp,12057552
2018-04-01,lt,285893
2018-04-01,lv,571715
2018-04-01,mx,145141449
2018-04-01,my,12873788
2018-04-01,nl,73951664
2018-04-01,no,31741955
2018-04-01,nz,16074356
2018-04-01,pa,2589355
2018-04-01,pe,24684109
2018-04-01,ph,63623923
2018-04-01,pl,19132707
2018-04-01,pt,7537903
2018-04-01,py,3749631
2018-04-01,ro,1131453
2018-04-01,se,54897186
2018-04-01,sg,14658033
2018-04-01,sk,1043729
2018-04-01,sv,1843054
2018-04-01,th,4676928
2018-04-01,tr,23556400
2018-04-01,tw,8082032
2018-04-01,us,565708418
2018-04-01,uy,3865808
2018-04-01,vn,2271621
2018-04-08,ar,57298364
2018-04-08,at,7638906
2018-04-08,au,70865879
2018-04-08,be,11075837
2018-04-08,bo,2414627
2018-04-08,br,164959606
2018-04-08,ca,72200683
2018-04-08,ch,11314073
2018-04-08,cl,49680867
2018-04-08,co,17749321
2018-04-08,cr,6986321
2018-04-08,cz,4556675
2018-04-08,de,128366026
2018-04-08,dk,25825265
2018-04-08,do,3321139
2018-04-08,ec,6883613
2018-04-08,ee,92266
2018-04-08,es,79284430
2018-04-08,fi,20978090
2018-04-08,fr,72477951
2018-04-08,gb,141243974
2018-04-08,global,1569660485
2018-04-08,gr,1182604
2018-04-08,gt,4221524
2018-04-08,hk,5499507
2018-04-08,hn,1632534
2018-04-08,hu,3295098
2018-04-08,id,27680955
2018-04-08,ie,13328302
2018-04-08,il,1434507
2018-04-08,is,1514782
2018-04-08,it,73880598
2018-04-08,jp,12003078
2018-04-08,lt,95837
2018-04-08,lv,654611
2018-04-08,mx,142760889
2018-04-08,my,12568880
2018-04-08,nl,72885149
2018-04-08,no,33621980
2018-04-08,nz,15200017
2018-04-08,pa,2532680
2018-04-08,pe,24604659
2018-04-08,ph,63103316
2018-04-08,pl,22923043
2018-04-08,pt,7383127
2018-04-08,py,3861156
2018-04-08,ro,928859
2018-04-08,se,57766543
2018-04-08,sg,14475781
2018-04-08,sk,1108326
2018-04-08,sv,1813186
2018-04-08,th,4617430
2018-04-08,tr,23629830
2018-04-08,tw,8520733
2018-04-08,us,588958933
2018-04-08,uy,3819251
2018-04-08,vn,1784534
2018-04-15,ar,58618181
2018-04-15,at,8024212
2018-04-15,au,74066524
2018-04-15,be,11969579
2018-04-15,bo,2408711
2018-04-15,br,171456293
2018-04-15,ca,76693574
2018-04-15,ch,12222097
2018-04-15,cl,50370375
2018-04-15,co,18802097
2018-04-15,cr,7268102
2018-04-15,cz,4912422
2018-04-15,de,137968949
2018-04-15,dk,27200836
2018-04-15,do,3449820
2018-04-15,ec,6979637
2018-04-15,ee,269437
2018-04-15,es,85621208
2018-04-15,fi,22708785
2018-04-15,fr,77980600
2018-04-15,gb,162041801
2018-04-15,global,1704032166
2018-04-15,gr,1416640
2018-04-15,gt,4318577
2018-04-15,hk,5860151
2018-04-15,hn,1712092
2018-04-15,hu,3694112
2018-04-15,id,28344724
2018-04-15,ie,15415989
2018-04-15,il,1476463
2018-04-15,is,2255600
2018-04-15,it,85603898
2018-04-15,jp,12732755
2018-04-15,lt,231369
2018-04-15,lv,677351
2018-04-15,mx,146959796
2018-04-15,my,13043373
2018-04-15,nl,77408456
2018-04-15,no,35891894
2018-04-15,nz,16030823
2018-04-15,pa,2685322
2018-04-15,pe,26073500
2018-04-15,ph,63895401
2018-04-15,pl,25313214
2018-04-15,pt,8022905
2018-04-15,py,3983744
2018-04-15,ro,1115412
2018-04-15,se,62921675
2018-04-15,sg,15352356
2018-04-15,sk,1175059
2018-04-15,sv,1915307
2018-04-15,th,4748022
2018-04-15,tr,24031739
2018-04-15,tw,9106813
2018-04-15,us,639657172
2018-04-15,uy,3867411
2018-04-15,vn,1527017
2018-04-15,za,263647
2018-04-22,ar,56951701
2018-04-22,at,8377625
2018-04-22,au,76747609
2018-04-22,be,12059912
2018-04-22,bo,2469313
2018-04-22,br,175270747
2018-04-22,ca,83704544
2018-04-22,ch,12481853
2018-04-22,cl,48784473
2018-04-22,co,18124971
2018-04-22,cr,7064101
2018-04-22,cz,5033241
2018-04-22,de,137036684
2018-04-22,dk,27763610
2018-04-22,do,3313178
2018-04-22,ec,7099326
2018-04-22,ee,721992
2018-04-22,es,83942824
2018-04-22,fi,24076220
2018-04-22,fr,76343829
2018-04-22,gb,169581878
2018-04-22,global,1795107567
2018-04-22,gr,1594244
2018-04-22,gt,4215868
2018-04-22,hk,5826828
2018-04-22,hn,1678157
2018-04-22,hu,3890172
2018-04-22,id,27695011
2018-04-22,ie,16520290
2018-04-22,il,1702368
2018-04-22,is,2455484
2018-04-22,it,91988030
2018-04-22,jp,13139479
2018-04-22,lt,696604
2018-04-22,lv,999110
2018-04-22,mx,141593336
2018-04-22,my,12902421
2018-04-22,nl,74317812
2018-04-22,no,37988509
2018-04-22,nz,16510045
2018-04-22,pa,2574745
2018-04-22,pe,25094483
2018-04-22,ph,62717433
2018-04-22,pl,24409270
2018-04-22,pt,8180618
2018-04-22,py,3978548
