id,"collection_date","movie_id","url","imdb_code","title","year","rating","runtime","genres","language","mpa_rating","download_count","like_count","rt_critics_score","rt_critics_rating","rt_audience_score","rt_audience_rating","date_uploaded","t_url_1","t_has_1","t_quality_1","t_resolution_1","t_framerate_1","t_seeds_1","t_peers_1","t_size_1","t_download_count_1","t_date_uploaded_1","t_url_2","t_has_2","t_quality_2","t_resolution_2","t_framerate_2","t_seeds_2","t_peers_2","t_size_2","t_download_count_2","t_date_uploaded_2","director_name","actors"
58997,"2015-10-20",237,"https://yts.to/movie/into-the-wild-2007","tt0758758","Into the Wild",2007,8.2,148,"Adventure,Biography","English","R",270459,330,82,"Certified Fresh",89,"Upright","2011-09-17 18:02:47","https://yts.to/torrent/download/930E4CB6DF8AF8453851C18F0ECEAE1A9DE6A21C.torrent","930E4CB6DF8AF8453851C18F0ECEAE1A9DE6A21C","720p","1280*536",23.976,323,104,"850.97 MB",212219,"2011-09-17 18:02:47","https://yts.to/torrent/download/24B49F4DB8E7F17EE3BAF9C42CF4E30E574C8E97.torrent","24B49F4DB8E7F17EE3BAF9C42CF4E30E574C8E97","1080p","1920*800",23.976,595,143,"2.06 GB",138973,"2014-09-18 11:10:10","Sean Penn","Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden"
58998,"2015-10-20",238,"https://yts.to/movie/tropic-thunder-2008","tt0942385","Tropic Thunder",2008,7,121,"Action,Comedy","English","R",181364,156,83,"Certified Fresh",70,"Upright","2011-09-17 20:43:05","https://yts.to/torrent/download/02856D05B95B48ED773462A136AA04220412AF97.torrent","02856D05B95B48ED773462A136AA04220412AF97","720p","1280*544",23.976,207,28,"701.65 MB",181364,"2011-09-17 20:43:05","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Ben Stiller","Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn"
58999,"2015-10-20",239,"https://yts.to/movie/thorne-scaredycat-2010","tt1659253","Thorne: Scaredycat",2010,6.6,120,"Crime,Drama","English","MA",20438,21,0,"None",20,"None","2011-09-17 21:36:30","https://yts.to/torrent/download/B98610F3424CCBCBEFCD9442026CC28573AA8801.torrent","B98610F3424CCBCBEFCD9442026CC28573AA8801","720p","1280*720",25,12,3,"702.49 MB",20438,"2011-09-17 21:36:30","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Benjamin Ross","Joe Absolom, Jaleh Alp, Freddie Annobil-Dodoo, Lorraine Ashbourne"
59000,"2015-10-20",240,"https://yts.to/movie/the-tree-of-life-2011","tt0478304","The Tree of Life",2011,6.7,139,"Drama,Fantasy","English","PG-13",83551,99,84,"Certified Fresh",60,"Upright","2011-09-20 02:57:18","https://yts.to/torrent/download/23DCCBEDB7AE72486F5A4D374F74681E54C72BB9.torrent","23DCCBEDB7AE72486F5A4D374F74681E54C72BB9","720p","1280*688",23.976,130,42,"749.95 MB",83551,"2011-09-20 02:57:18","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Terrence Malick","Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken"
59001,"2015-10-20",241,"https://yts.to/movie/zookeeper-2011","tt1222817","Zookeeper",2011,5.2,102,"Comedy,Family","English","PG",92464,70,14,"Rotten",41,"Spilled","2011-09-21 04:39:57","https://yts.to/torrent/download/E17ED95367A57EB48D831C71FADFD61CC5D1E47D.torrent","E17ED95367A57EB48D831C71FADFD61CC5D1E47D","720p","1280*544",23.976,11,4,"600.21 MB",92464,"2011-09-21 04:39:57","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Frank Coraci","Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong"
59002,"2015-10-20",242,"https://yts.to/movie/the-entitled-2011","tt1650535","The Entitled",2011,6.2,91,"Crime,Thriller","English","R",30886,23,0,"None",0,"None","2011-09-22 17:38:41","https://yts.to/torrent/download/B654043438E170BC97DC1ACE3E5F1EFE25E0E221.torrent","B654043438E170BC97DC1ACE3E5F1EFE25E0E221","720p","1280*528",23.976,7,8,"600.81 MB",30886,"2011-09-22 17:38:41","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Aaron Woodley","Kevin Zegers, Ray Liotta, Laura Vandervoort, Victor Garber"
59003,"2015-10-20",243,"https://yts.to/movie/johnny-english-2003","tt0274166","Johnny English",2003,6.1,87,"Action,Adventure","English","PG",118330,115,33,"Rotten",51,"Spilled","2011-09-24 13:56:28","https://yts.to/torrent/download/069076A91642D2D12D4BAB1E8272B4399ECF0F42.torrent","069076A91642D2D12D4BAB1E8272B4399ECF0F42","720p","1280*696",23.976,67,15,"650.22 MB",118330,"2011-09-24 13:56:28","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Peter Howitt","Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos"
59004,"2015-10-20",244,"https://yts.to/movie/transformers-dark-of-the-moon-2011","tt1399103","Transformers: Dark of the Moon",2011,6.3,154,"Action,Adventure","English","PG-13",292229,440,35,"Rotten",56,"Spilled","2011-09-25 04:46:52","https://yts.to/torrent/download/13EF31D1E2CB4050ADD4933CAB8C0D13F22C6252.torrent","13EF31D1E2CB4050ADD4933CAB8C0D13F22C6252","720p","1280*528",23.976,90,33,"901.03 MB",222622,"2011-09-25 04:46:52","https://yts.to/torrent/download/46DAA8D625783596972A5DC4D0705FF74F069514.torrent","46DAA8D625783596972A5DC4D0705FF74F069514","1080p","1920*800",23.976,204,47,"1.71 GB",308626,"2011-10-03 15:09:07","Michael Bay","Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel"
59005,"2015-10-20",245,"https://yts.to/movie/fear-and-loathing-in-las-vegas-1998","tt0120669","Fear and Loathing in Las Vegas",1998,7.7,118,"Comedy","English","R",95864,112,49,"Rotten",90,"Upright","2011-09-26 01:27:59","https://yts.to/torrent/download/64627FD119605AD9E7F2B4A03268B17D0EB90B54.torrent","64627FD119605AD9E7F2B4A03268B17D0EB90B54","720p","1280*544",23.976,90,28,"651.77 MB",95864,"2011-09-26 01:27:59","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Terry Gilliam","Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin"
59006,"2015-10-20",246,"https://yts.to/movie/coraline-2009","tt0327597","Coraline",2009,7.7,100,"Animation,Fantasy","English","TV-14",174413,159,90,"Certified Fresh",73,"Upright","2011-09-26 14:27:48","https://yts.to/torrent/download/CCB173EDDA28E5B1ECF89F41905C01BA24577ADC.torrent","CCB173EDDA28E5B1ECF89F41905C01BA24577ADC","720p","1280*720",23.976,323,49,"601.75 MB",163767,"2011-09-26 14:27:48","https://yts.to/torrent/download/147030DE5637EFC78720AF94D55E6F66FC524175.torrent","147030DE5637EFC78720AF94D55E6F66FC524175","3D","1920*1038",23.976,27,3,"1.50 GB",44800,"2012-03-22 11:52:35","Henry Selick","Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders"
59007,"2015-10-20",247,"https://yts.to/movie/the-great-escape-1963","tt0057115","The Great Escape",1963,8.3,172,"Adventure,Drama","English","Approved",108792,138,0,"None",0,"None","2011-09-26 20:05:46","https://yts.to/torrent/download/ED84E1240CB8F327ED0B0935CDA9AFFBB4D178D1.torrent","ED84E1240CB8F327ED0B0935CDA9AFFBB4D178D1","720p","1280*544",23.976,72,7,"805.39 MB",108792,"2011-09-26 20:05:46","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","John Sturges","Steve McQueen, James Garner, Richard Attenborough, Charles Bronson"
59008,"2015-10-20",248,"https://yts.to/movie/gremlins-1984","tt0087363","Gremlins",1984,7.2,106,"Comedy,Horror","English","PG",99433,129,85,"Certified Fresh",77,"Upright","2011-09-26 20:05:28","https://yts.to/torrent/download/1C7988694060830432AD399278386935BBF7818B.torrent","1C7988694060830432AD399278386935BBF7818B","720p","1280*720",23.976,98,6,"607.40 MB",76462,"2011-09-26 20:05:28","https://yts.to/torrent/download/611C1AB15C65487DD54E85640AF4E05050C959AA.torrent","611C1AB15C65487DD54E85640AF4E05050C959AA","1080p","1920*1080",23.976,75,19,"1.60 GB",76186,"2012-09-19 04:24:59","Joe Dante","Zach Galligan, Phoebe Cates, Hoyt Axton, John Louie"
59009,"2015-10-20",249,"https://yts.to/movie/the-name-of-the-rose-1986","tt0091605","The Name of the Rose",1986,7.8,130,"Crime,Mystery","English","R",81608,133,76,"Fresh",85,"Upright","2011-09-26 20:05:57","https://yts.to/torrent/download/C3BFE2ED1EC08D9E937853E5BC68990D6E6B524C.torrent","C3BFE2ED1EC08D9E937853E5BC68990D6E6B524C","720p","1280*688",23.976,52,7,"695.73 MB",63643,"2011-09-26 20:05:57","https://yts.to/torrent/download/EFE891F6522D1972FB10152EDA4EFFA90759A7AB.torrent","EFE891F6522D1972FB10152EDA4EFFA90759A7AB","1080p","1920*1080",23.976,68,12,"1.95 GB",58271,"2015-01-03 11:01:10","Jean-Jacques Annaud","Sean Connery, Christian Slater, Helmut Qualtinger, Elya Baskin"
59010,"2015-10-20",250,"https://yts.to/movie/moonstruck-1987","tt0093565","Moonstruck",1987,7.1,102,"Comedy,Drama","English","PG",29104,22,92,"Certified Fresh",81,"Upright","2011-09-26 20:05:40","https://yts.to/torrent/download/990EAC5FEE7641D06F4D31EECB391082F95353A5.torrent","990EAC5FEE7641D06F4D31EECB391082F95353A5","720p","1280*694",23.976,33,8,"602.51 MB",29104,"2011-09-26 20:05:40","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Norman Jewison","Cher, Nicolas Cage, Olympia Dukakis, Danny Aiello"
59011,"2015-10-20",251,"https://yts.to/movie/three-kings-1999","tt0120188","Three Kings",1999,7.2,114,"Action,Adventure","English","R",113628,92,94,"Certified Fresh",77,"Upright","2011-09-26 20:06:07","https://yts.to/torrent/download/1D8375D577658957C35DC46915078618C19BEF86.torrent","1D8375D577658957C35DC46915078618C19BEF86","720p","1280*528",23.976,72,5,"656.55 MB",113628,"2011-09-26 20:06:07","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","David O. Russell","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze"
59012,"2015-10-20",252,"https://yts.to/movie/equilibrium-2002","tt0238380","Equilibrium",2002,7.5,107,"Action,Drama","English","R",162298,210,38,"Rotten",82,"Upright","2011-09-26 20:05:22","https://yts.to/torrent/download/771FECC9D15C8D97D1EAE4DB7E54A876CA3E9772.torrent","771FECC9D15C8D97D1EAE4DB7E54A876CA3E9772","720p","1280*544",23.976,95,12,"650.39 MB",162298,"2011-09-26 20:05:22","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Kurt Wimmer","Christian Bale, Sean Bean, Emily Watson, Taye Diggs"
59013,"2015-10-20",253,"https://yts.to/movie/knocked-up-2007","tt0478311","Knocked Up",2007,7.1,129,"Comedy,Drama","English","R",162647,163,0,"None",22,"Spilled","2011-09-26 20:05:35","https://yts.to/torrent/download/8D5F2E09B861E3903306B4E9ED84B61F883EF1B2.torrent","8D5F2E09B861E3903306B4E9ED84B61F883EF1B2","720p","1280*688",23.976,118,24,"617.76 MB",162647,"2011-09-26 20:05:35","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Judd Apatow","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann"
59014,"2015-10-20",254,"https://yts.to/movie/the-number-23-2007","tt0481369","The Number 23",2007,6.4,101,"Drama,Mystery","English","R",107987,131,8,"Rotten",56,"Spilled","2011-09-26 20:06:02","https://yts.to/torrent/download/D12A62EEC1F130543B2921D496DE710B72856592.torrent","D12A62EEC1F130543B2921D496DE710B72856592","720p","1280*544",23.976,84,16,"498.22 MB",107987,"2011-09-26 20:06:02","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Joel Schumacher","Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston"
59015,"2015-10-20",255,"https://yts.to/movie/blue-valentine-2010","tt1120985","Blue Valentine",2010,7.4,112,"Drama,Romance","English","NC-17",139672,218,88,"Certified Fresh",76,"Upright","2011-09-26 20:05:15","https://yts.to/torrent/download/9D7EE7E43FF81629D6C2C2125A68DDDCE296D06F.torrent","9D7EE7E43FF81629D6C2C2125A68DDDCE296D06F","720p","1280*720",23.976,85,15,"650.21 MB",113093,"2011-09-26 20:05:15","https://yts.to/torrent/download/ACB7E6AC98F87BAE881639AD66B938EEB3BF3F36.torrent","ACB7E6AC98F87BAE881639AD66B938EEB3BF3F36","1080p","1920*1080",23.976,176,29,"1.64 GB",110106,"2013-12-18 07:35:12","Derek Cianfrance","Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka"
59016,"2015-10-20",256,"https://yts.to/movie/the-hit-list-2011","tt1575694","The Hit List",2011,5.4,90,"Action,Thriller","English","R",44150,34,0,"None",21,"Spilled","2011-09-26 20:05:51","https://yts.to/torrent/download/DE31581BF9EFB9652698F416180B6404F4A9A992.torrent","DE31581BF9EFB9652698F416180B6404F4A9A992","720p","1280*720",23.976,3,0,"513.02 MB",44150,"2011-09-26 20:05:51","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","William Kaufman","Cuba Gooding Jr., Cole Hauser, Jonathan LaPaglia, Ginny Weirick"
59017,"2015-10-20",257,"https://yts.to/movie/watchmen-2009","tt0409459","Watchmen",2009,7.6,162,"Action,Mystery","English","R",216032,342,65,"Fresh",70,"Upright","2011-09-26 22:39:57","https://yts.to/torrent/download/94E8FE82718714D2F8FAE8F16259726FF1AC5F89.torrent","94E8FE82718714D2F8FAE8F16259726FF1AC5F89","720p","1280*528",23.976,103,31,"1.00 GB",157171,"2011-09-26 22:39:57","https://yts.to/torrent/download/608F2DA6CA661CDA193803FB9471FF833C04F5CC.torrent","608F2DA6CA661CDA193803FB9471FF833C04F5CC","1080p","1920*800",23.976,179,32,"2.80 GB",183993,"2012-07-16 06:34:28","Zack Snyder","Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman"
59018,"2015-10-20",258,"https://yts.to/movie/pathfinder-2007","tt0446013","Pathfinder",2007,5.4,99,"Action,Adventure","English","R",69501,75,11,"Rotten",36,"Spilled","2011-09-27 18:59:54","https://yts.to/torrent/download/90CFEFDC1DB64CB407B5E6F70F639CAFC94BB26D.torrent","90CFEFDC1DB64CB407B5E6F70F639CAFC94BB26D","720p","1280*528",23.976,47,10,"700.64 MB",69501,"2011-09-27 18:59:54","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Marcus Nispel","Karl Urban, Clancy Brown, Moon Bloodgood, Russell Means"
59019,"2015-10-20",259,"https://yts.to/movie/bad-teacher-2011","tt1284575","Bad Teacher",2011,5.7,92,"Comedy","English","TV-MA",188421,142,44,"Rotten",36,"Spilled","2011-09-28 22:49:56","https://yts.to/torrent/download/E32BB558E48B41FF213925E2086585A4D5024DA6.torrent","E32BB558E48B41FF213925E2086585A4D5024DA6","720p","1280*720",23.976,68,14,"649.95 MB",188421,"2011-09-28 22:49:56","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Jake Kasdan","Cameron Diaz, Jason Segel, Justin Timberlake, Lucy Punch"
59020,"2015-10-20",260,"https://yts.to/movie/dreamcatcher-2003","tt0285531","Dreamcatcher",2003,5.5,134,"Drama,Horror","English","R",66244,126,30,"Rotten",36,"Spilled","2011-09-29 03:08:03","https://yts.to/torrent/download/C3C89594925CDDE0F424DEC2CF5322CDE2DAF515.torrent","C3C89594925CDDE0F424DEC2CF5322CDE2DAF515","720p","1280*720",23.976,14,4,"695.76 MB",55404,"2011-09-29 03:08:03","https://yts.to/torrent/download/B9DA54CBDC487A35B909C59F97D49704A6C65DD4.torrent","B9DA54CBDC487A35B909C59F97D49704A6C65DD4","1080p","1920*798",23.976,48,8,"1.96 GB",51583,"2014-11-01 20:07:09","Lawrence Kasdan","Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis"
59021,"2015-10-20",261,"https://yts.to/movie/mystic-river-2003","tt0327056","Mystic River",2003,8,138,"Crime,Drama","English","R",154970,243,87,"Certified Fresh",89,"Upright","2011-09-29 03:08:19","https://yts.to/torrent/download/BAF693E4F6A63D594995525985046E1341459C00.torrent","BAF693E4F6A63D594995525985046E1341459C00","720p","1280*536",23.976,94,20,"654.75 MB",123400,"2011-09-29 03:08:19","https://yts.to/torrent/download/C2A156618C29684D4F237B1278FC67FB1C60421D.torrent","C2A156618C29684D4F237B1278FC67FB1C60421D","1080p","1920*800",23.976,134,20,"2.06 GB",74544,"2014-11-05 10:50:19","Clint Eastwood","Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum"
59022,"2015-10-20",262,"https://yts.to/movie/the-mechanic-2011","tt0472399","The Mechanic",2011,6.6,93,"Action,Crime","English","R",167787,169,53,"Rotten",51,"Spilled","2011-09-29 03:08:39","https://yts.to/torrent/download/4D54644D03FA461DD2FA435B30A0C45EDFFBB249.torrent","4D54644D03FA461DD2FA435B30A0C45EDFFBB249","720p","1280*536",23.976,78,20,"661.57 MB",167787,"2011-09-29 03:08:39","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Simon West","Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn"
59023,"2015-10-20",263,"https://yts.to/movie/disturbia-2007","tt0486822","Disturbia",2007,6.9,105,"Drama,Mystery","English","R",76725,114,68,"Fresh",77,"Upright","2011-09-29 03:07:58","https://yts.to/torrent/download/E12CB40AEF9A3E67911E5CE3D641BCB965EAB45E.torrent","E12CB40AEF9A3E67911E5CE3D641BCB965EAB45E","720p","1280*720",23.976,50,10,"650.78 MB",76725,"2011-09-29 03:07:58","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","D.J. Caruso","Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer"
59024,"2015-10-20",264,"https://yts.to/movie/war-2007","tt0499556","War",2007,6.3,103,"Action,Crime","English","R",106216,150,0,"None",0,"None","2011-09-29 03:08:44","https://yts.to/torrent/download/25FECF7072F3E12B2D3560896CEAB37B083B0236.torrent","25FECF7072F3E12B2D3560896CEAB37B083B0236","720p","1280*528",23.976,38,5,"603.75 MB",87527,"2011-09-29 03:08:44","https://yts.to/torrent/download/BE7A61BCD4CA0F483838563D0E77055E5E325980.torrent","BE7A61BCD4CA0F483838563D0E77055E5E325980","1080p","1920*800",23.976,56,14,"1.63 GB",135246,"2014-06-27 20:23:31","Philip G. Atwell","Jet Li, Jason Statham, Nadine Velazquez, John Lone"
59025,"2015-10-20",265,"https://yts.to/movie/hachi-a-dogs-tale-2009","tt1028532","Hachi: A Dog's Tale",2009,8.2,93,"Drama,Family","English","G",181856,228,62,"Fresh",85,"Upright","2011-09-29 03:08:08","https://yts.to/torrent/download/8B5DD3626040EF7B6B4DF4957B383BE01ED545E7.torrent","8B5DD3626040EF7B6B4DF4957B383BE01ED545E7","720p","1280*688",23.976,170,19,"547.83 MB",181856,"2011-09-29 03:08:08","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Lasse Hallstrom","Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer"
59026,"2015-10-20",266,"https://yts.to/movie/robocop-1987","tt0093870","RoboCop",1987,7.5,103,"Action,Crime","English","Unrated",122474,151,88,"Certified Fresh",83,"Upright","2011-09-30 01:00:40","https://yts.to/torrent/download/1C83FFE17B9311131C666D4958EB42C4FE7B34C3.torrent","1C83FFE17B9311131C666D4958EB42C4FE7B34C3","720p","1280*694",23.976,77,6,"601.67 MB",122474,"2011-09-30 01:00:40","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Paul Verhoeven","Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox"
59027,"2015-10-20",267,"https://yts.to/movie/robocop-2-1990","tt0100502","RoboCop 2",1990,5.7,117,"Action,Sci-Fi","English","R",85000,91,32,"Rotten",35,"Spilled","2011-09-30 01:00:53","https://yts.to/torrent/download/9E5CF75EAF44D0F968EA0D93567A02DC7583099A.torrent","9E5CF75EAF44D0F968EA0D93567A02DC7583099A","720p","1280*694",23.976,32,4,"651.47 MB",85000,"2011-09-30 01:00:53","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Irvin Kershner","Peter Weller, Belinda Bauer, John Glover, Mario Machado"
59028,"2015-10-20",268,"https://yts.to/movie/robocop-3-1993","tt0107978","RoboCop 3",1993,3.9,104,"Action,Crime","English","PG-13",76554,82,3,"Rotten",14,"Spilled","2011-09-30 01:01:08","https://yts.to/torrent/download/882220C594C29DB8C00B83D83364F5FD914D8D47.torrent","882220C594C29DB8C00B83D83364F5FD914D8D47","720p","1280*694",23.976,20,3,"601.03 MB",76554,"2011-09-30 01:01:08","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Fred Dekker","Nancy Allen, Robert John Burke, Mario Machado, Remy Ryan"
59029,"2015-10-20",269,"https://yts.to/movie/the-gold-rush-1925","tt0015864","The Gold Rush",1925,8.3,72,"Adventure,Comedy","English","Not Rated",88608,97,100,"Certified Fresh",93,"Upright","2011-10-02 01:44:30","https://yts.to/torrent/download/6E11E491A895E57CF6D738299226BD399D7FCCD0.torrent","6E11E491A895E57CF6D738299226BD399D7FCCD0","720p","960*720",23.976,78,12,"499.38 MB",88608,"2011-10-02 01:44:30","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Charles Chaplin","Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman"
59030,"2015-10-20",270,"https://yts.to/movie/city-lights-1931","tt0021749","City Lights",1931,8.6,87,"Comedy,Drama","English","Passed",98945,125,98,"Certified Fresh",96,"Upright","2011-10-02 02:21:54","https://yts.to/torrent/download/C23CFC637C42377A6FB58C1D59104C1E035A11B5.torrent","C23CFC637C42377A6FB58C1D59104C1E035A11B5","720p","960*720",23.976,73,24,"500.93 MB",98945,"2011-10-02 02:21:54","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Charles Chaplin","Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers"
59031,"2015-10-20",271,"https://yts.to/movie/the-great-dictator-1940","tt0032553","The Great Dictator",1940,8.5,125,"Comedy,Drama","English","Approved",127529,138,92,"Fresh",95,"Upright","2011-10-02 11:17:01","https://yts.to/torrent/download/CAB643475B478D9FA447CA85B87FA83C3914A197.torrent","CAB643475B478D9FA447CA85B87FA83C3914A197","720p","960*720",23.976,166,31,"651.38 MB",127529,"2011-10-02 11:17:01","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Charles Chaplin","Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner"
59032,"2015-10-20",272,"https://yts.to/movie/green-lantern-2011","tt1133985","Green Lantern",2011,5.7,114,"Action,Adventure","English","PG-13",212875,193,26,"Rotten",46,"Spilled","2011-10-02 17:11:46","https://yts.to/torrent/download/9E1CD72FD02A7406007B14027F5092C9BBBAB8B7.torrent","9E1CD72FD02A7406007B14027F5092C9BBBAB8B7","720p","1280*536",23.976,154,55,"751.00 MB",201236,"2011-10-02 17:11:46","https://yts.to/torrent/download/B9E7BB40F624200294E948C814E051C9A9EF7C95.torrent","B9E7BB40F624200294E948C814E051C9A9EF7C95","3D","1920*1080",23.976,13,4,"1.61 GB",55808,"2012-05-28 00:31:48","Martin Campbell","Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong"
59033,"2015-10-20",273,"https://yts.to/movie/modern-times-1936","tt0027977","Modern Times",1936,8.6,87,"Comedy,Drama","English","G",100813,141,100,"Certified Fresh",95,"Upright","2011-10-03 03:02:10","https://yts.to/torrent/download/0C0329F6170A54E2C245EC25851063BE555FE265.torrent","0C0329F6170A54E2C245EC25851063BE555FE265","720p","960*720",23.976,133,20,"500.92 MB",100813,"2011-10-03 03:02:10","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Charles Chaplin","Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford"
59034,"2015-10-20",274,"https://yts.to/movie/the-marine-2006","tt0419946","The Marine",2006,4.7,92,"Action,Drama","English","Unrated",61676,57,20,"Rotten",60,"Upright","2011-10-04 16:56:17","https://yts.to/torrent/download/1E5F4BB1E735BBD922D340E563EB9B6B2E97FEA8.torrent","1E5F4BB1E735BBD922D340E563EB9B6B2E97FEA8","720p","1280*688",23.976,24,7,"600.89 MB",61676,"2011-10-04 16:56:17","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","John Bonito","John Cena, Kelly Carlson, Robert Patrick, Anthony Ray Parker"
59035,"2015-10-20",275,"https://yts.to/movie/the-marine-2-2009","tt1266027","The Marine 2",2009,5,95,"Action,Drama","English","R",50024,40,0,"None",33,"Spilled","2011-10-04 17:18:50","https://yts.to/torrent/download/176421AF87D271DC5EE0E046E5CA9A50346790C8.torrent","176421AF87D271DC5EE0E046E5CA9A50346790C8","720p","1280*688",23.976,27,3,"601.14 MB",50024,"2011-10-04 17:18:50","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Roel Reine","Ted DiBiase Jr., Temuera Morrison, Lara Cox, Robert Coleby"
59036,"2015-10-20",276,"https://yts.to/movie/the-smurfs-2011","tt0472181","The Smurfs",2011,5.5,103,"Animation,Adventure","English","PG",192179,151,22,"Rotten",44,"Spilled","2011-10-05 02:20:47","https://yts.to/torrent/download/10672AB8F2CC55147D3BCFB8907191C4E5E62A16.torrent","10672AB8F2CC55147D3BCFB8907191C4E5E62A16","720p","1280*720",23.976,68,13,"601.34 MB",182726,"2011-10-05 02:20:47","https://yts.to/torrent/download/C6F8EC42AE1278A82E1B9AD77BF347E66D142D82.torrent","C6F8EC42AE1278A82E1B9AD77BF347E66D142D82","3D","1920*1080",23.976,10,2,"1.60 GB",52153,"2012-06-26 18:30:34","Raja Gosnell","Hank Azaria, Katy Perry, Jonathan Winters, Neil Patrick Harris"
59037,"2015-10-20",277,"https://yts.to/movie/the-lion-king-1994","tt0110357","The Lion King",1994,8.5,89,"Animation,Adventure","English","G",450086,321,91,"Certified Fresh",93,"Upright","2011-10-05 18:31:42","https://yts.to/torrent/download/1957368624B6EE89737F9876F9DC3A8CD794705A.torrent","1957368624B6EE89737F9876F9DC3A8CD794705A","720p","1280*720",23.976,733,201,"500.82 MB",365970,"2011-10-05 18:31:42","https://yts.to/torrent/download/BB52D50D798D8B55994538CB73D9AE3CB22C943E.torrent","BB52D50D798D8B55994538CB73D9AE3CB22C943E","1080p","1920*1080",23.976,300,104,"1.24 GB",66808,"2015-04-15 18:07:10","Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg"
59038,"2015-10-20",278,"https://yts.to/movie/the-lion-king-2-simbas-pride-1998","tt0120131","The Lion King 2: Simba's Pride",1998,6.4,81,"Animation,Adventure","English","G",217429,129,33,"Rotten",60,"Upright","2011-10-05 18:38:45","https://yts.to/torrent/download/1295FE180D708FB45F6E70CE21576A8CC099B4D6.torrent","1295FE180D708FB45F6E70CE21576A8CC099B4D6","720p","1280*720",23.976,261,102,"500.81 MB",217429,"2011-10-05 18:38:45","","","","",NA,NA,NA,"",NA,"0000-00-00 00:00:00","Darrell Rooney, Rob LaDuca","Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume"
